Stand	ForestType	TreeID	DBH	H	StemSection	buttH	topH	topD	buttD	KnotClusterCount	KnotClusterDistanceAverage	KnotVolume	KnotIndex	KnotSizeIndex
1	OMT	101	31.2	21.1	1	0	457.3	250.08	309	11	279	7.762	0.0297	0.7056
1	OMT	101	31.2	21.1	2	457.3	914.6	215.81	252	8	330	8.214	0.0407	1.0268
1	OMT	101	31.2	21.1	3	916.8	1374.1	158.37	219	8	364	9.261	0.0702	1.1576
1	OMT	102	28.2	20	1	0	433.7	272.67	324	11	250	12.917	0.0391	1.1743
1	OMT	102	28.2	20	2	433.7	862.4	237.65	283	11	225	8.853	0.0399	0.8048
1	OMT	103	23.8	20.8	1	0	460.6	163.18	196	5	398	2.195	0.0189	0.439
1	OMT	104	30.3	21.6	1	0	430.3	255.24	280	12	239	6.698	0.0284	0.5582
1	OMT	104	30.3	21.6	2	430.3	860.6	213.57	255	9	319	7.587	0.0361	0.843
1	OMT	104	30.3	21.6	3	891.5	1321.8	199.43	222	7	362	3.848	0.0252	0.5497
1	OMT	106	24	19	1	0	431.5	233.99	289	12	237	12.867	0.0577	1.0723
1	OMT	109	33.9	21.6	1	0	430.9	274	344	15	179	6.649	0.0217	0.4433
1	OMT	109	33.9	21.6	2	430.9	861.8	232.77	275	9	314	4.619	0.0204	0.5132
1	OMT	109	33.9	21.6	3	862.4	1293.3	174.94	234	9	247	5.627	0.038	0.6252
1	OMT	110	36	25	1	0	462.9	281.16	341	10	254	7.226	0.0206	0.7226
1	OMT	110	36	25	2	462.9	925.8	245.78	282	9	281	8.118	0.033	0.902
1	OMT	110	36	25	3	895.5	1358.4	196.72	243	9	238	7.762	0.0439	0.8624
1	OMT	111	29.4	25.8	1	0	460.1	197.22	225	11	281	6.805	0.0405	0.6186
1	OMT	111	29.4	25.8	2	460.1	920.2	159.93	200	5	386	10.222	0.0852	2.0444
1	OMT	112	31.1	25.7	1	0	461.8	259.72	324	23	89	11.821	0.0399	0.514
1	OMT	112	31.1	25.7	2	461.8	923.6	231	264	10	278	11.958	0.0564	1.1958
1	OMT	113	30.6	24.4	1	0	490.4	244.47	297	11	258	9.216	0.0334	0.8378
1	OMT	113	30.6	24.4	2	490.4	980.8	159.96	209	11	220	6.497	0.052	0.5906
1	OMT	114	30.1	25.6	1	0	432	228.27	305	12	195	6.547	0.0271	0.5456
1	OMT	114	30.1	25.6	2	432	864	201.91	237	16	191	5.767	0.0315	0.3604
1	OMT	114	30.1	25.6	3	892.6	1324.6	165.16	203	7	341	4.078	0.034	0.5826
1	OMT	115	31.6	25.2	1	0	462.9	261.22	322	20	128	12.754	0.044	0.6377
1	OMT	115	31.6	25.2	2	462.9	925.8	220.03	262	15	174	8.27	0.0374	0.5513
1	OMT	115	31.6	25.2	3	923.5	1386.4	175.42	228	10	261	5.834	0.0392	0.5834
1	OMT	116	38	26.6	1	0	428.7	327.11	405	21	123	15.185	0.0372	0.7231
1	OMT	116	38	26.6	2	428.7	857.4	293.15	329	15	138	17.703	0.0522	1.1802
1	OMT	116	38	26.6	3	860.2	1288.9	221.67	285	18	124	17.014	0.0635	0.9452
1	OMT	116	38	26.6	4	1351.1	1779.8	162.89	228	15	157	10.003	0.0736	0.6669
1	OMT	117	36	26.6	1	0	491.5	286.18	336	15	162	10.891	0.0287	0.7261
1	OMT	117	36	26.6	2	491.5	983	247.57	293	10	297	8.233	0.029	0.8233
1	OMT	117	36	26.6	3	982.4	1473.9	188.3	246	9	371	8.215	0.0382	0.9128
1	OMT	117	36	26.6	4	1532.3	2023.8	154.74	212	6	475	3.425	0.024	0.5708
1	OMT	118	26.9	23.1	1	0	428.7	192.22	225	13	174	8.341	0.0528	0.6416
1	OMT	119	29.9	24.5	1	0	460.6	245.65	295	10	240	6.09	0.0232	0.609
1	OMT	119	29.9	24.5	2	460.6	921.2	208.13	251	9	318	4.111	0.0198	0.4568
1	OMT	121	25.9	23.8	1	0	428.7	218.81	270	11	238	4.915	0.0251	0.4468
1	OMT	121	25.9	23.8	2	428.7	857.4	177.53	213	7	487	4.864	0.0297	0.6949
1	OMT	122	33.4	23.3	1	0	521.8	210.37	245	12	292	7.14	0.0335	0.595
1	OMT	122	33.4	23.3	2	521.8	1043.6	194.56	232	11	257	7.153	0.0439	0.6503
1	OMT	122	33.4	23.3	3	984.1	1505.9	161.35	195	6	519	5.397	0.0415	0.8995
1	OMT	123	24.9	22.3	1	0	490.9	214.05	264	16	153	12.869	0.0562	0.8043
1	OMT	123	24.9	22.3	2	490.9	981.3	163.8	220	11	228	8.338	0.06	0.758
1	OMT	124	22.1	21.9	1	0	492.1	175.44	226	11	263	4.628	0.0313	0.4207
1	OMT	125	25.7	20.8	1	0	428.1	202.49	259	9	315	4.246	0.0247	0.4718
1	OMT	125	25.7	20.8	2	428.1	856.2	160.67	201	9	292	4.772	0.0404	0.5302
1	OMT	126	28.1	23.4	1	0	459.5	219.03	288	9	222	10.795	0.0488	1.1994
1	OMT	126	28.1	23.4	2	459.5	919	195.2	225	10	346	11.373	0.0608	1.1373
1	OMT	126	28.1	23.4	3	982.4	1441.9	145.91	192	11	202	11.923	0.1065	1.0839
1	OMT	127	34.5	27.1	1	0	553.8	268.36	388	14	246	13.977	0.0353	0.9984
1	OMT	127	34.5	27.1	2	553.8	1107.6	233.07	273	15	168	12.025	0.0565	0.8017
1	OMT	127	34.5	27.1	3	985.3	1539.1	171.55	237	10	286	7.544	0.0441	0.7544
1	OMT	128	24.1	23.9	1	0	430.9	176.2	204	7	388	3.543	0.0288	0.5061
1	OMT	129	36.9	27.7	1	0	460.1	294.55	366	13	212	9.154	0.0245	0.7042
1	OMT	129	36.9	27.7	2	460.1	920.2	259.08	294	14	242	8.795	0.0271	0.6282
1	OMT	129	36.9	27.7	3	982.5	1442.6	202.3	257	11	288	9.068	0.0376	0.8244
1	OMT	129	36.9	27.7	4	1532.9	1993	182.09	223	13	289	10.561	0.0614	0.8124
1	OMT	130	27.6	23.3	1	0	432.6	222.39	295	10	283	6.234	0.0301	0.6234
1	OMT	130	27.6	23.3	2	432.6	865.2	192.42	223	8	282	4.882	0.0311	0.6103
1	OMT	130	27.6	23.3	3	864.1	1296.7	158	199	8	344	3.425	0.0317	0.4281
1	OMT	131	35.5	27.1	1	0	460.1	281.45	352	13	213	10.905	0.0319	0.8388
1	OMT	131	35.5	27.1	2	460.1	920.2	245.03	281	10	204	14.009	0.0596	1.4009
1	OMT	131	35.5	27.1	3	891.6	1351.7	198.34	240	7	310	9.217	0.0533	1.3167
1	OMT	132	37.3	28.5	1	0	430.9	298.58	379	10	282	18.559	0.0507	1.8559
1	OMT	132	37.3	28.5	2	430.9	861.8	259.55	301	7	366	14.785	0.0501	2.1121
1	OMT	132	37.3	28.5	3	892.1	1323	212.39	264	10	326	11.116	0.0421	1.1116
1	OMT	132	37.3	28.5	4	1444.2	1875.1	163.13	214	6	418	11.931	0.097	1.9885
1	OMT	133	27.4	23.9	1	0	430.3	230.77	274	13	224	11.031	0.0535	0.8485
1	OMT	134	35.7	26.5	1	0	550.4	281.93	360	17	219	11.585	0.0268	0.6815
1	OMT	134	35.7	26.5	2	550.4	1100.8	253.13	290	13	162	14.124	0.0556	1.0865
1	OMT	134	35.7	26.5	3	979.6	1530	211.99	258	8	299	10.04	0.0526	1.255
1	OMT	135	31	23.4	1	0	429.8	251.05	307	12	192	8.611	0.0329	0.7176
1	OMT	135	31	23.4	2	429.8	859.6	211.37	263	14	186	8.667	0.0382	0.6191
1	OMT	136	29.1	24.5	1	0	432.6	229.87	289	15	152	12.18	0.058	0.812
1	OMT	136	29.1	24.5	2	432.6	865.2	200.54	228	9	247	11.281	0.0648	1.2534
1	OMT	137	25.1	24.1	1	0	432	206.57	245	13	209	7.718	0.0451	0.5937
1	OMT	137	25.1	24.1	2	432	864	178.56	211	10	286	9.476	0.0589	0.9476
1	OMT	138	31.1	25.1	1	0	459	222.54	246	8	366	7.433	0.0357	0.9291
1	OMT	139	26.1	21.6	1	0	430.3	217.78	288	13	164	11.663	0.0577	0.8972
1	OMT	140	35	24.2	1	0	431.5	267	360	19	120	11.708	0.04	0.6162
1	OMT	140	35	24.2	2	431.5	863	236.94	273	10	232	11.905	0.0492	1.1905
1	OMT	140	35	24.2	3	892.7	1324.2	190.39	242	10	220	13.567	0.0827	1.3567
1	OMT	141	23.2	23.1	1	0	459	195.34	230	8	336	4.557	0.0288	0.5696
1	OMT	141	23.2	23.1	2	459	918	159.09	186	10	290	3.526	0.0299	0.3526
1	OMT	142	37	25.4	1	0	462.9	289.01	422	17	143	11.416	0.0288	0.6715
1	OMT	142	37	25.4	2	462.9	925.8	247.41	295	10	310	17.102	0.059	1.7102
1	OMT	142	37	25.4	3	952.7	1415.6	204.32	248	7	334	15.563	0.0841	2.2233
2	MT-	201	27.1	23.5	1	0	433.1	222.01	275	11	295	5.795	0.0299	0.5268
2	MT-	201	27.1	23.5	2	433.1	866.2	189.49	220	9	309	5.387	0.0364	0.5986
2	MT-	202	24.2	24.3	1	0	433.1	193.75	231	6	470	3.567	0.0241	0.5945
2	MT-	202	24.2	24.3	2	433.1	866.2	153.64	194	9	415	4.712	0.0383	0.5236
2	MT-	203	41.1	26.7	1	0	432	329.68	398	20	92	20.339	0.042	1.017
2	MT-	203	41.1	26.7	2	432	864	284.18	337	19	129	20.275	0.0584	1.0671
2	MT-	203	41.1	26.7	3	862.3	1294.3	225.34	288	21	131	18.739	0.071	0.8923
2	MT-	203	41.1	26.7	4	1352.1	1784.1	148.73	222	22	121	12.508	0.092	0.5685
2	MT-	204	25.6	22.9	1	0	525.7	201.86	266	11	303	5.143	0.0234	0.4675
2	MT-	204	25.6	22.9	2	525.7	1051.4	176.81	205	12	194	4.592	0.0364	0.3827
2	MT-	204	25.6	22.9	3	956	1481.7	133.19	180	9	277	3.642	0.0414	0.4047
2	MT-	205	30.1	23	1	0	431.5	221.85	280	14	210	12.608	0.0634	0.9006
2	MT-	205	30.1	23	2	431.5	863	175.25	231	11	290	19.202	0.111	1.7456
2	MT-	205	30.1	23	3	952.7	1384.2	130.09	175	13	207	11.699	0.1427	0.8999
2	MT-	206	27.8	24.9	1	0	464	224.1	293	10	299	5.56	0.0254	0.556
2	MT-	206	27.8	24.9	2	464	928	192.64	224	11	275	5.343	0.0343	0.4857
2	MT-	207	40.4	25.2	1	0	492.6	310.43	401	20	118	31.976	0.0682	1.5988
2	MT-	207	40.4	25.2	2	492.6	985.2	242.87	308	21	126	28.682	0.088	1.3658
2	MT-	208	38.6	27.7	1	0	431.5	314.93	394	16	124	16.595	0.04	1.0372
2	MT-	208	38.6	27.7	2	431.5	863	285.61	322	16	156	15.061	0.0446	0.9413
2	MT-	208	38.6	27.7	3	893.8	1325.3	246.18	295	11	173	20.622	0.0802	1.8747
2	MT-	208	38.6	27.7	4	1324.1	1755.6	192.15	252	16	158	20.824	0.112	1.3015
2	MT-	208	38.6	27.7	5	1786.4	2217.9	140.37	199	12	200	13.109	0.126	1.0924
2	MT-	209	31.3	25	1	0	433.1	253.64	309	13	228	11.061	0.0419	0.8508
2	MT-	209	31.3	25	2	433.1	866.2	220.73	254	13	275	16.891	0.0707	1.2993
2	MT-	209	31.3	25	3	956	1389.1	166	222	15	185	15.259	0.0925	1.0173
2	MT-	210	30	24.5	1	0	434.3	237.02	304	20	128	14.247	0.0606	0.7124
2	MT-	210	30	24.5	2	434.3	868.6	198.75	237	13	220	11.334	0.0633	0.8718
2	MT-	210	30	24.5	3	898.9	1333.2	147.53	199	11	271	8.638	0.0771	0.7853
2	MT-	211	28.2	25.5	1	0	433.7	232.39	284	13	198	8.473	0.039	0.6518
2	MT-	211	28.2	25.5	2	433.7	867.4	205.23	233	10	295	6.615	0.0368	0.6615
2	MT-	211	28.2	25.5	3	897.1	1330.8	151.99	202	13	278	5.947	0.0428	0.4575
2	MT-	212	29.2	24.2	1	0	431.5	234.4	298	11	292	9.05	0.0404	0.8227
2	MT-	212	29.2	24.2	2	431.5	863	199.41	232	10	348	10.681	0.0562	1.0681
2	MT-	212	29.2	24.2	3	924.7	1356.2	153.03	201	10	385	13.891	0.0958	1.3891
2	MT-	213	26.6	24.9	1	0	490.4	214.8	262	12	283	5.05	0.0246	0.4208
2	MT-	213	26.6	24.9	2	490.4	980.8	181.18	215	8	372	4.373	0.0297	0.5466
2	MT-	213	26.6	24.9	3	952.2	1442.6	139.82	179	10	319	3.73	0.0401	0.373
2	MT-	214	33.6	25.8	1	0	431.5	274.42	312	16	169	12.617	0.0419	0.7886
2	MT-	214	33.6	25.8	2	431.5	863	243.19	278	12	167	16.757	0.0673	1.3964
2	MT-	214	33.6	25.8	3	864.1	1295.6	195.25	250	15	206	20.038	0.0982	1.3359
2	MT-	215	30.7	28.3	1	0	462.9	240.38	280	10	294	11.038	0.0452	1.1038
2	MT-	215	30.7	28.3	2	462.9	925.8	210.25	245	13	285	13.607	0.061	1.0467
2	MT-	215	30.7	28.3	3	985.3	1448.2	168.04	201	9	376	8.58	0.0655	0.9533
2	MT-	215	30.7	28.3	4	1445.9	1908.8	126.21	168	9	306	6.887	0.085	0.7652
2	MT-	216	34.8	28.3	1	0	493.2	286.86	359	12	273	9.181	0.0242	0.7651
2	MT-	216	34.8	28.3	2	493.2	986.4	252.22	285	8	322	8.317	0.032	1.0396
2	MT-	216	34.8	28.3	3	925.2	1418.4	214.91	260	7	373	6.273	0.0314	0.8961
2	MT-	217	25.8	24.3	1	0	465.1	211.67	271	16	196	9.519	0.0478	0.5949
2	MT-	217	25.8	24.3	2	465.1	930.2	157.43	182	7	384	4.947	0.051	0.7067
2	MT-	217	25.8	24.3	3	896.6	1361.7	119	156	7	366	2.864	0.0403	0.4091
2	MT-	218	28.5	26.7	1	0	432.6	248.42	281	12	262	7.45	0.031	0.6208
2	MT-	218	28.5	26.7	2	432.6	865.2	217.23	250	10	376	10.139	0.0428	1.0139
2	MT-	218	28.5	26.7	3	1355.5	1798.2	125.55	171	7	328	4.293	0.053	0.6133
2	MT-	219	28.8	28.7	1	0	461.8	243.19	300	11	287	7.893	0.0323	0.7175
2	MT-	219	28.8	28.7	2	461.8	923.6	218.58	248	11	267	10.187	0.0461	0.9261
2	MT-	219	28.8	28.7	3	952.2	1414	174.31	218	14	223	12.273	0.0722	0.8766
2	MT-	219	28.8	28.7	4	1473.4	1935.2	133.68	179	9	335	7.932	0.0912	0.8813
2	MT-	220	29.8	25	1	0	433.7	236.33	270	14	184	10.37	0.0461	0.7407
2	MT-	220	29.8	25	2	433.7	867.4	201.28	237	15	219	14.247	0.0685	0.9498
2	MT-	220	29.8	25	3	956.6	1390.3	148.09	211	12	263	7.987	0.0644	0.6656
2	MT-	221	22.9	23.4	1	0	492.6	189.55	245	15	242	10.461	0.0608	0.6974
2	MT-	221	22.9	23.4	2	492.6	985.2	156.2	191	8	413	7.88	0.0575	0.985
2	MT-	221	22.9	23.4	3	1042.5	1535.1	124.23	156	11	290	5.518	0.0777	0.5016
2	MT-	222	41.1	29.9	1	0	432.6	333.35	448	24	120	14.7	0.0319	0.6125
2	MT-	222	41.1	29.9	2	432.6	865.2	299.79	337	16	159	17.36	0.0424	1.085
2	MT-	222	41.1	29.9	3	924.7	1357.3	161.23	217	11	313	8.794	0.0637	0.7995
2	MT-	223	36.7	30.7	1	0	528	298.58	370	21	154	21.008	0.0473	1.0004
2	MT-	223	36.7	30.7	2	528	1056	265.5	303	11	272	15.56	0.0546	1.4145
2	MT-	223	36.7	30.7	3	958.9	1486.9	223.14	266	11	262	16.358	0.067	1.4871
2	MT-	223	36.7	30.7	4	1447	1975	172.99	229	16	206	14.232	0.089	0.8895
2	MT-	224	38.7	30.4	1	0	524.6	302.09	361	19	209	14.181	0.0313	0.7464
2	MT-	224	38.7	30.4	2	524.6	1049.2	278.97	301	9	279	10.169	0.0354	1.1299
2	MT-	224	38.7	30.4	3	957.2	1481.8	240.78	279	11	267	12.946	0.0516	1.1769
2	MT-	224	38.7	30.4	4	1419	1943.6	168.74	241	14	211	14.831	0.0753	1.0594
2	MT-	225	33.5	29.5	1	0	433.1	254.03	323	9	283	6.726	0.0247	0.7473
2	MT-	225	33.5	29.5	2	433.1	866.2	231.55	258	8	488	6.606	0.0265	0.8258
2	MT-	225	33.5	29.5	3	955.5	1388.6	203.66	230	7	384	4.651	0.0287	0.6644
2	MT-	225	33.5	29.5	4	1384.2	1817.3	154.18	203	11	336	6.751	0.0489	0.6137
2	MT-	226	29.6	26.2	1	0	521.8	244.29	316	17	197	8.704	0.0282	0.512
2	MT-	226	29.6	26.2	2	521.8	1043.6	206.68	248	12	295	7.004	0.0334	0.5837
2	MT-	226	29.6	26.2	3	1013.9	1535.7	151.53	204	9	306	5.52	0.0456	0.6133
