Stand	ForestType	TreeID	DBH	H	StemSection	buttH	topH	topD	buttD	KnotClusterCount	KnotClusterDistanceAverage	KnotVolume	KnotIndex	KnotSizeIndex
13	Peat	1311	29.1	25.9	1	0	489.8	238.94	289	13	270	6.481	0.0254	0.4985
13	Peat	1311	29.1	25.9	2	489.8	979.6	208.26	242	15	256	12.641	0.0552	0.8427
13	Peat	1311	29.1	25.9	3	1040.2	1530	164.83	216	13	248	13.624	0.0946	1.048
13	Peat	1312	28.2	25.2	1	0	461.2	242.26	275	10	243	5.246	0.0219	0.5246
13	Peat	1312	28.2	25.2	2	461.2	922.4	209.94	245	10	352	6.373	0.0315	0.6373
13	Peat	1313	35	27.9	1	0	490.9	303.36	357	17	209	7.205	0.019	0.4238
13	Peat	1313	35	27.9	2	490.9	981.8	264	305	17	192	10.728	0.0337	0.6311
13	Peat	1313	35	27.9	3	980.2	1471.1	214.43	265	13	214	8.464	0.0411	0.6511
13	Peat	1314	27.7	24.1	1	0	489.8	235.56	292	15	234	5.303	0.0215	0.3535
13	Peat	1314	27.7	24.1	2	489.8	979.6	203.36	240	13	239	8.246	0.0466	0.6343
13	Peat	1314	27.7	24.1	3	948.8	1438.6	155.9	204	10	262	5.422	0.0463	0.5422
13	Peat	1315	24	27.3	1	0	517.9	276.61	348	15	262	7.114	0.018	0.4743
13	Peat	1315	24	27.3	2	517.9	1035.8	228.1	278	13	277	11.486	0.043	0.8835
13	Peat	1315	24	27.3	3	1038	1555.9	168.5	226	16	242	9.207	0.0495	0.5754
13	Peat	1316	25.1	25.3	1	0	519.6	207.82	249	7	511	3.471	0.0177	0.4959
13	Peat	1316	25.1	25.3	2	519.6	1039.2	170.54	207	15	272	6.045	0.0366	0.403
13	Peat	1317	23.6	23.7	1	0	429.2	190	232	5	374	1.882	0.0131	0.3764
13	Peat	1317	23.6	23.7	2	429.2	858.4	154.96	190	17	193	6.038	0.0539	0.3552
13	Peat	1318	30.9	25.2	1	0	490.9	251.47	301	10	327	5.34	0.0188	0.534
13	Peat	1318	30.9	25.2	2	490.9	981.8	212.66	256	15	251	7.98	0.0368	0.532
13	Peat	1318	30.9	25.2	3	981.3	1472.2	151.75	213	14	297	5.648	0.0379	0.4034
13	Peat	1319	24.3	26	1	0	436	183.81	267	14	131	7.161	0.0477	0.5115
13	Peat	1320	32.3	27.6	1	0	553.8	270.89	335	20	166	14.765	0.0405	0.7383
13	Peat	1320	32.3	27.6	2	553.8	1107.6	243.24	278	18	198	22.324	0.0744	1.2402
13	Peat	1320	32.3	27.6	3	1104.8	1658.6	199.98	242	13	208	12.829	0.0701	0.9868
13	Peat	1321	27.7	24.5	1	0	430.3	215.83	268	10	327	6.921	0.0368	0.6921
13	Peat	1321	27.7	24.5	2	430.3	860.6	190.82	219	15	210	10.17	0.0605	0.678
13	Peat	1321	27.7	24.5	3	920.7	1351	151.66	195	10	320	6.704	0.0516	0.6704
13	Peat	1322	30.7	24.1	1	0	492.1	240.83	291	15	230	12.643	0.0474	0.8429
13	Peat	1322	30.7	24.1	2	492.1	984.2	215.06	239	15	187	12.934	0.0684	0.8623
13	Peat	1322	30.7	24.1	3	952.7	1444.8	158.49	216	13	281	14.114	0.0935	1.0857
13	Peat	1323	21.9	22.3	1	0	491.5	214.66	254	8	443	4.51	0.022	0.5638
13	Peat	1323	21.9	22.3	2	491.5	983	195.68	234	16	224	5.561	0.0288	0.3476
13	Peat	1323	21.9	22.3	3	1042.5	1534	164.56	212	18	235	6.771	0.0473	0.3762
13	Peat	1324	34.5	27.1	1	0	551.5	262.98	364	12	366	7.262	0.0195	0.6052
13	Peat	1324	34.5	27.1	2	551.5	1103	222	269	17	234	9.777	0.0352	0.5751
13	Peat	1324	34.5	27.1	3	1092.4	1643.9	163.69	223	11	345	6.523	0.04	0.593
13	Peat	1325	30.8	27.8	1	0	519.6	247.55	331	16	218	20.169	0.0598	1.2606
13	Peat	1325	30.8	27.8	2	519.6	1039.2	217.94	251	17	189	19.232	0.0769	1.1313
13	Peat	1325	30.8	27.8	3	1070.6	1590.2	174.06	230	14	281	16.75	0.0963	1.1964
13	Peat	1326	26	23.3	1	0	521.8	201.19	258	2	322	2.162	0.0107	1.081
13	Peat	1327	29.4	24.6	1	0	430.9	236.08	292	13	236	5.68	0.0257	0.4369
13	Peat	1327	29.4	24.6	2	430.9	861.8	209.58	235	11	276	7.053	0.041	0.6412
13	Peat	1328	30.9	24.7	1	0	551	255.04	323	14	295	7.09	0.0204	0.5064
13	Peat	1328	30.9	24.7	2	551	1102	211.25	256	22	188	11.21	0.0463	0.5095
13	Peat	1328	30.9	24.7	3	1100.3	1651.3	152.04	210	14	267	8.541	0.0593	0.6101
13	Peat	1329	31.7	24.7	1	0	489.8	267.11	317	13	291	5.537	0.0172	0.4259
13	Peat	1329	31.7	24.7	2	489.8	979.6	226.38	266	17	229	12.56	0.0447	0.7388
13	Peat	1329	31.7	24.7	3	1039.7	1529.5	177.7	224	12	239	10.66	0.074	0.8883
13	Peat	1330	25.6	22.3	1	0	521.8	164.61	216	13	278	7.091	0.0463	0.5455
14	MT	1401	39	30	1	0	554.3	317.37	373	20	197	8.782	0.0174	0.4391
14	MT	1401	39	30	2	554.3	1108.6	272.84	321	17	212	12.276	0.0326	0.7221
14	MT	1401	39	30	3	1075.5	1629.8	221.29	273	19	192	11.177	0.042	0.5883
14	MT	1401	39	30	4	1596.2	2150.5	156.41	219	13	285	8.604	0.0581	0.6618
14	MT	1402	30.1	27.9	1	0	462.3	235.23	325	8	334	5.712	0.0237	0.714
14	MT	1402	30.1	27.9	2	462.3	924.6	211.58	237	16	228	11.471	0.0551	0.7169
14	MT	1402	30.1	27.9	3	984.1	1446.4	167.3	213	19	183	15.949	0.1036	0.8394
14	MT	1403	30	26.5	1	0	556	242.35	295	16	262	8.608	0.0284	0.538
14	MT	1403	30	26.5	2	556	1112	207.03	243	13	244	8.14	0.0391	0.6262
14	MT	1403	30	26.5	3	1048.6	1604.6	156	209	14	256	8.312	0.0594	0.5937
14	MT	1404	33.6	28.6	1	0	429.8	248.91	273	13	211	11.105	0.0477	0.8542
14	MT	1404	33.6	28.6	2	429.8	859.6	207.61	249	14	226	12.317	0.0545	0.8798
14	MT	1405	35.4	28.9	1	0	493.7	274.88	335	15	210	11.426	0.032	0.7617
14	MT	1405	35.4	28.9	2	493.7	987.4	238.93	277	10	308	7.364	0.0303	0.7364
14	MT	1405	35.4	28.9	3	954.3	1448	203.71	241	11	225	9.683	0.056	0.8803
14	MT	1405	35.4	28.9	4	1386.3	1880	154.55	204	14	270	10.112	0.0738	0.7223
14	MT	1406	25.9	23.9	1	0	548.7	160.95	189	14	295	5.56	0.0431	0.3971
14	MT	1407	45.2	31	1	0	432	344.41	427	13	207	7.396	0.0159	0.5689
14	MT	1407	45.2	31	2	432	864	314.21	348	20	122	15.439	0.0412	0.772
14	MT	1407	45.2	31	3	862.3	1294.3	271.7	314	18	132	12.488	0.0418	0.6938
14	MT	1407	45.2	31	4	1293.2	1725.2	222.58	271	13	219	10.793	0.0507	0.8302
14	MT	1407	45.2	31	5	1723.5	2155.5	149.99	222	15	207	9.051	0.0629	0.6034
14	MT	1408	28.9	25.2	1	0	524	233.05	282	12	268	9.984	0.0385	0.832
14	MT	1408	28.9	25.2	2	524	1048	203.24	234	16	159	13.831	0.0818	0.8644
14	MT	1408	28.9	25.2	3	955.5	1479.5	154.18	203	21	174	14.136	0.0982	0.6731
14	MT	1409	41	29.4	1	0	430.9	263.24	307	11	267	6.203	0.0215	0.5639
14	MT	1409	41	29.4	2	430.9	861.8	219.76	266	18	190	9.453	0.042	0.5252
14	MT	1409	41	29.4	3	922.4	1353.3	155.63	212	16	249	8.603	0.0577	0.5377
14	MT	1410	38.4	27	1	0	465.7	294.41	384	22	146	10.994	0.0283	0.4997
14	MT	1410	38.4	27	2	465.7	931.4	256.36	293	14	202	15.857	0.056	1.1326
14	MT	1410	38.4	27	3	928	1393.7	216.45	261	17	166	21.557	0.0902	1.2681
14	MT	1411	27.7	24.1	1	0	432	211.58	276	9	236	6.052	0.0325	0.6724
14	MT	1411	27.7	24.1	2	432	864	175.85	212	18	228	9.283	0.0553	0.5157
14	MT	1412	38.6	28.1	1	0	493.7	296.74	370	17	192	9.254	0.023	0.5444
14	MT	1412	38.6	28.1	2	493.7	987.4	261.32	307	22	143	25.902	0.0753	1.1774
14	MT	1412	38.6	28.1	3	1044.1	1537.8	207.56	261	11	200	24.157	0.1226	2.1961
14	MT	1413	26.7	24.8	1	0	432	215.71	254	1	0	1.241	0.0065	1.241
14	MT	1413	26.7	24.8	2	432	864	194.62	218	11	269	4.347	0.0304	0.3952
14	MT	1413	26.7	24.8	3	860.1	1292.1	158.92	194	6	520	3.16	0.0226	0.5267
14	MT	1414	28.5	25.7	1	0	432	225.14	276	3	177	2.279	0.011	0.7597
14	MT	1414	28.5	25.7	2	432	864	197.86	230	17	179	5.257	0.0341	0.3092
14	MT	1414	28.5	25.7	3	863.5	1295.5	155.21	201	15	224	5.785	0.0474	0.3857
14	MT	1415	21.2	22	1	0	492.1	154.63	218	1	0	1.923	0.016	1.923
14	MT	1416	28.1	26.7	1	0	431.5	272.53	309	9	303	7.411	0.026	0.8234
14	MT	1416	28.1	26.7	2	431.5	863	221.54	275	10	306	5.742	0.0293	0.5742
14	MT	1416	28.1	26.7	3	864.6	1296.1	191.82	223	12	274	4.698	0.032	0.3915
14	MT	1416	28.1	26.7	4	1295.5	1727	148.69	191	9	348	5.055	0.0472	0.5617
14	MT	1417	20.7	22.5	1	0	429.2	150.86	198	15	162	9.272	0.0859	0.6181
14	MT	1418	28.3	25.3	1	0	463.4	229.16	264	6	463	3.966	0.0175	0.661
14	MT	1418	28.3	25.3	2	463.4	926.8	201.31	233	9	331	5.123	0.032	0.5692
14	MT	1418	28.3	25.3	3	893.2	1356.6	155.41	204	9	475	4.257	0.0304	0.473
14	MT	1419	22.5	19.4	1	0	429.2	185.69	211	3	567	2.657	0.02	0.8857
14	MT	1419	22.5	19.4	2	429.2	858.4	153.77	185	14	290	5.636	0.0451	0.4026
14	MT	1420	30.2	25.7	1	0	554.9	244.77	295	13	267	7.372	0.0239	0.5671
14	MT	1420	30.2	25.7	2	554.9	1109.8	206.53	245	19	196	11.625	0.0524	0.6118
14	MT	1421	37	29.3	1	0	522.9	292.75	359	14	288	5.543	0.0137	0.3959
14	MT	1421	37	29.3	2	522.9	1045.8	260.73	293	12	286	8.736	0.0268	0.728
14	MT	1421	37	29.3	3	1044.7	1567.6	221.06	263	14	226	6.489	0.028	0.4635
14	MT	1422	32.3	25.2	1	0	552.7	259.59	333	10	436	5.884	0.0164	0.5884
14	MT	1422	32.3	25.2	2	552.7	1105.4	216.39	259	19	199	9.005	0.0353	0.4739
14	MT	1422	32.3	25.2	3	1104.2	1656.9	152.54	215	19	189	10.122	0.0653	0.5327
14	MT	1423	34	27.1	1	0	556	256.87	335	16	279	11.22	0.0313	0.7013
14	MT	1423	34	27.1	2	556	1112	231.22	261	13	189	16.882	0.0808	1.2986
14	MT	1424	25.3	24.6	1	0	551	197.83	244	10	371	5.79	0.0274	0.579
14	MT	1424	25.3	24.6	2	551	1102	153.06	201	14	273	7.868	0.0587	0.562
14	MT	1425	23.4	18.5	1	0	460.1	192.56	231	4	591	3.578	0.0226	0.8945
14	MT	1425	23.4	18.5	2	460.1	920.2	158.62	194	12	281	8.015	0.0568	0.6679
14	MT	1426	36.5	27.6	1	0	430.9	304.63	354	15	188	11.366	0.0313	0.7577
14	MT	1426	36.5	27.6	2	430.9	861.8	272.39	305	18	155	13.09	0.0428	0.7272
14	MT	1426	36.5	27.6	3	888.7	1319.6	217.56	271	17	180	16.056	0.0615	0.9445
14	MT	1426	36.5	27.6	4	1409.9	1840.8	152.04	220	17	208	10.818	0.0751	0.6364
14	MT	1427	29	25.4	1	0	430.3	226.89	282	13	176	7.68	0.0367	0.5908
14	MT	1427	29	25.4	2	430.3	860.6	195.24	228	11	222	9.02	0.059	0.82
14	MT	1428	33.9	25.8	1	0	431.5	280.52	341	17	173	10.051	0.0311	0.5912
14	MT	1428	33.9	25.8	2	431.5	863	252.04	286	12	206	13.543	0.0551	1.1286
14	MT	1428	33.9	25.8	3	861.8	1293.3	205.09	251	15	163	11.347	0.062	0.7565
14	MT	1429	31.6	21.2	1	0	522.9	250.49	307	18	144	15.316	0.0501	0.8509
14	MT	1429	31.6	21.2	2	522.9	1045.8	208.62	250	18	178	16.445	0.0794	0.9136
14	MT	1429	31.6	21.2	3	1013.3	1536.2	161.12	212	20	193	16.673	0.1055	0.8337
14	MT	1430	22.6	23	1	0	433.1	180.13	241	7	332	3.302	0.0258	0.4717
14	MT	1430	22.6	23	2	433.1	866.2	152.29	181	12	265	6.123	0.0594	0.5103
14	MT	1431	29	25.7	1	0	493.2	232.57	294	11	269	7.307	0.029	0.6643
14	MT	1431	29	25.7	2	493.2	986.4	200.65	235	11	274	6.961	0.0427	0.6328
14	MT	1432	26.3	24.5	1	0	520.1	198.96	281	9	332	5.602	0.0265	0.6224
14	MT	1432	26.3	24.5	2	520.1	1040.2	155.69	201	15	228	10.011	0.0715	0.6674
14	MT	1433	26.7	24.9	1	0	432	222.78	298	4	512	5.211	0.0267	1.3028
14	MT	1433	26.7	24.9	2	432	864	188.78	223	15	199	8.946	0.0617	0.5964
14	MT	1433	26.7	24.9	3	862.9	1294.9	151.79	190	16	195	10.607	0.0991	0.6629
14	MT	1434	29.2	29.6	1	0	554.3	302.06	380	17	217	20.394	0.0418	1.1996
14	MT	1434	29.2	29.6	2	554.3	1108.6	265.09	304	18	164	29.838	0.0862	1.6577
14	MT	1434	29.2	29.6	3	1076.1	1630.4	216.77	263	19	134	23.102	0.1045	1.2159
14	MT	1434	29.2	29.6	4	1537.3	2091.6	151.48	221	19	172	12.145	0.0838	0.6392
14	MT	1435	29.8	26.7	1	0	491.5	248.42	297	13	255	5.337	0.0201	0.4105
14	MT	1435	29.8	26.7	2	491.5	983	206.83	251	18	229	8.201	0.0349	0.4556
14	MT	1435	29.8	26.7	3	1041.4	1532.9	159.96	211	13	293	5.018	0.0337	0.386
14	MT	1436	32.7	26.2	1	0	430.3	239.23	275	16	179	12.592	0.0547	0.787
14	MT	1436	32.7	26.2	2	430.3	860.6	197.77	239	15	176	11.654	0.0694	0.7769
14	MT	1436	32.7	26.2	3	861.2	1291.5	150.58	198	17	170	7.073	0.061	0.4161
14	MT	1437	26.9	24.6	1	0	429.8	227.49	257	8	300	2.771	0.0138	0.3464
14	MT	1437	26.9	24.6	2	429.8	859.6	201.54	229	14	214	4.659	0.0277	0.3328
14	MT	1437	26.9	24.6	3	890.4	1320.2	153.91	202	13	277	5.4	0.0391	0.4154
