Stand	ForestType	VolumePerHA	StemsPerHA	Tree	Sample	Year	CA	RA	LWP	RD	R	TreeAge	h	DBHr	Hr	H	DBH	D	relD	relH	Vr	Vr_Hr_h	SL0	SL1	KIr	KSIr	KImax	KImean	KSImax	KSImean	knotIndex_total	hCrKI	hCrKSI	relhCrKI	relhCrKSI	CrlKI	CrlKSI	relCrlKI	relCrlKSI	dCrKI	dCrKSI	reldCrKI	reldCrKSI	r
1	OMT	389.4	952	102	1	1966	2	12.15013818	31.9756641	615.701678	1.849999	2	0	-759.5862037	0.273907964	20	28.2	38.49831212	-0.050683269	0	1.86E-05	1.86E-05	0	0	0.0027441	0.113986052	0.0027441	0.00137205	0.113986052	0.072537996	0.0027441	0.1	0.1	-1	-1	0.173907964	0.173907964	0.634913865	0.634913865	-0.1	-0.1	-0.365086135	-0.365086135	0.3699998
1	OMT	389.4	952	102	1	1967	3	40.01010086	45.2358399	573.956271	2.700001	3	0	-201.7464575	0.399757934	20	28.2	38.49831212	-0.19082522	0	5.78E-05	5.78E-05	0	3.213148859	0.007299265	0.199360063	0.007299265	0.005274732	0.199360063	0.16156882	0.015824195	0.1	0.1	-1	-1	0.299757934	0.299757934	0.749848617	0.749848617	-0.1	-0.1	-0.250151383	-0.250151383	0.5400002
1	OMT	389.4	952	102	1	1968	4	52.07777882	49.2751029	439.060964	4.474999	4	0	-28.03606673	0.662561367	20	28.2	38.49831212	-1.373170941	0	0.000263338	0.000263338	0	18.07713614	0.011854429	0.284734074	0.011854429	0.008542284	0.284734074	0.223039676	0.051253707	0.1	0.1	-1	-1	0.562561367	0.562561367	0.849070584	0.849070584	-0.1	-0.1	-0.150929416	-0.150929416	0.8949998
1	OMT	389.4	952	102	1	1969	5	66.46823683	39.7710771	361.192877	6.049999	5	0	-6.70987774	0.895753408	20	28.2	38.49831212	-5.737557912	0	0.000650729	0.000650729	8.411688415	29.32323664	0.013947215	0.323957595	0.013947215	0.011085973	0.323957595	0.27086716	0.088687782	0.1	0.1	-1	-1	0.795753408	0.795753408	0.888362133	0.888362133	-0.1	-0.1	-0.111637867	-0.111637867	1.2099998
1	OMT	389.4	952	102	1	1970	6	88.79924415	34.5960263	423.279932	7.599999	6	0	-1.426328433	1.125243989	20	28.2	38.49831212	-26.99119728	0	0.001289956	0.001289956	0	22.40925244	0.015532063	0.353661203	0.015532063	0.011930991	0.353661203	0.28596201	0.131240901	0.1	0.1	-1	-1	1.025243989	1.025243989	0.911130385	0.911130385	-0.1	-0.1	-0.088869615	-0.088869615	1.5199998
1	OMT	389.4	952	102	1	1971	7	106.4272939	31.2985518	360.302579	9.275002	7	0	0.342317956	1.373242319	20	28.2	38.49831212	112.4636072	0	0.002344641	0.002344641	12.74380471	41.4282474	0.01718363	0.384615265	0.01718363	0.014214969	0.384615265	0.329894213	0.184794602	0.1	0.1	-1	-1	1.273242319	1.273242319	0.92717964	0.92717964	-0.1	-0.1	-0.07282036	-0.07282036	1.8550004
1	OMT	389.4	952	102	1	1972	8	187.4196633	22.4918184	341.856422	10.950001	8	0	1.007971177	1.621240056	20	28.2	38.49831212	38.19386208	0	0.003858129	0.003858129	0	36.25462271	0.018196664	0.403601798	0.018196664	0.014902328	0.403601798	0.343006427	0.238437242	0.1	0.1	-1	-1	1.521240056	1.521240056	0.93831882	0.93831882	-0.1	-0.1	-0.06168118	-0.06168118	2.1900002
1	OMT	389.4	952	102	1	1973	9	200.4333449	24.3046311	347.354537	13.400002	9	0	1.498586712	1.98398338	20	28.2	38.49831212	25.68974608	0	0.007070479	0.007070479	30.20706177	53.19867559	0.019600211	0.429907434	0.019600211	0.017192417	0.429907434	0.386157412	0.326655914	0.1	0.1	-1	-1	1.88398338	1.88398338	0.949596352	0.949596352	-0.1	-0.1	-0.050403648	-0.050403648	2.6800004
1	OMT	389.4	952	102	1	1974	10	293.3069268	16.6679744	324.596448	15.599999	10	0	1.853705371	2.309711502	20	28.2	38.49831212	20.76830155	0	0.011155986	0.011155986	42.31958553	61.49077424	0.020540629	0.447532974	0.020664672	0.018484234	0.450010874	0.410598547	0.406653143	0.2	0.2	-1	-1	2.109711502	2.109711502	0.913409099	0.913409099	-0.2	-0.2	-0.086590901	-0.086590901	3.1199998
1	OMT	389.4	952	102	1	1975	11	239.9649074	29.273281	338.015019	18.349999	11	0	2.318410688	2.716872209	20	28.2	38.49831212	16.60547561	0	0.018156929	0.018156929	45.78527857	69.97789822	0.021738794	0.469989276	0.021738794	0.01975716	0.469989276	0.434762153	0.513686171	0.1	0.1	-1	-1	2.616872209	2.616872209	0.963192969	0.963192969	-0.1	-0.1	-0.036807031	-0.036807031	3.6699998
1	OMT	389.4	952	102	1	1976	12	267.9778659	31.1870516	317.974181	20.325001	12	0	2.677219701	3.009287923	20	28.2	38.49831212	14.37995996	0	0.024673229	0.024673229	48.38454834	72.577168	0.022431193	0.48296639	0.022431193	0.020627196	0.48296639	0.451298149	0.59818868	0.1	0.1	-1	-1	2.909287923	2.909287923	0.966769547	0.966769547	-0.1	-0.1	-0.033230453	-0.033230453	4.0650002
1	OMT	389.4	952	102	1	1977	13	370.3152497	18.8481273	308.579228	22.325001	13	0	3.058730566	3.305404801	20	28.2	38.49831212	12.58636918	0	0.032697061	0.032697061	50.98381812	75.17643778	0.023057544	0.494705617	0.023057544	0.021383873	0.494705617	0.465709563	0.68428395	0.1	0.1	-1	-1	3.205404801	3.205404801	0.969746519	0.969746519	-0.1	-0.1	-0.030253481	-0.030253481	4.4650002
1	OMT	389.4	952	102	1	1978	14	548.9460363	27.1385311	385.231005	24.825001	14	0	3.554746887	3.675550899	20	28.2	38.49831212	10.83011346	0	0.044957493	0.044957493	32.67153967	73.62069987	0.023764862	0.507962342	0.023764862	0.022163108	0.507962342	0.480620276	0.797871897	0.1	0.1	-1	-1	3.575550899	3.575550899	0.972793194	0.972793194	-0.1	-0.1	-0.027206806	-0.027206806	4.9650002
1	OMT	389.4	952	102	1	1979	15	332.9677761	36.429084	335.093456	28.125	15	0	4.23094509	4.1641436	20	28.2	38.49831212	9.099222822	0	0.065375022	0.065375022	37.00365597	72.25998729	0.02452398	0.52218991	0.024652685	0.023242423	0.525318083	0.501231686	0.952939341	0.4	0.7	-1	-1	3.7641436	3.4641436	0.903941833	0.831898208	-0.4	-0.7	-0.096058167	-0.168101792	5.625
1	OMT	389.4	952	102	1	1980	16	393.9494392	26.6630055	486.11208	29.950001	16	0	4.611528738	4.434350399	20	28.2	38.49831212	8.348275444	0	0.078945028	0.078945028	0	68.28736844	0.024985342	0.530836875	0.025147654	0.023603215	0.534797271	0.508223314	1.038541455	0.7	0.7	-1	-1	3.734350399	3.734350399	0.842141478	0.842141478	-0.7	-0.7	-0.157858522	-0.157858522	5.9900002
1	OMT	389.4	952	102	1	1981	17	973.4198038	14.4181396	339.732724	31.974999	17	0	5.037252296	4.734168442	20	28.2	38.49831212	7.642720645	0	0.096065152	0.096065152	0	70.88663822	0.025416428	0.538916404	0.025627011	0.024239374	0.543934558	0.520375951	1.139250601	0.8	0.8	-1	-1	3.934168442	3.934168442	0.83101573	0.83101573	-0.8	-0.8	-0.16898427	-0.16898427	6.3949998
1	OMT	389.4	952	102	1	1982	18	1482.442448	17.4968018	395.64794	36.499996	18	0	5.99572621	5.404132435	20	28.2	38.49831212	6.420958991	0	0.142893577	0.142893577	69.17870657	93.37132622	0.026293958	0.555363288	0.026854411	0.02588573	0.571530328	0.5516915	1.371943674	3.8	3.8	-1	-1	1.604132435	1.604132435	0.296834405	0.296834405	-3.8	-3.8	-0.703165595	-0.703165595	7.2999992
1	OMT	389.4	952	102	1	1983	19	1023.205796	6.4224309	262.051433	42.475002	19	0	7.265780461	6.288782497	20	28.2	38.49831212	5.298579048	0	0.22518242	0.22518242	67.46326192	101.1691356	0.027306993	0.574349821	0.028663131	0.027380477	0.606501168	0.580395157	1.697589589	4.5	4.5	-1	-1	1.788782497	1.788782497	0.284440191	0.284440191	-4.5	-4.5	-0.715559809	-0.715559809	8.4950004
1	OMT	389.4	952	102	1	1984	20	668.3345389	23.7079173	412.702867	46.149998	20	0	8.045903301	6.832896668	20	28.2	38.49831212	4.784834055	0	0.288834667	0.288834667	13.56006957	89.08152666	0.027904833	0.585554693	0.029707476	0.028035072	0.626839791	0.593122892	1.906384912	5	5	-1	-1	1.832896668	1.832896668	0.268245922	0.268245922	-5	-5	-0.731754078	-0.731754078	9.2299996
1	OMT	389.4	952	102	1	1985	21	1691.577091	12.1962655	345.12869	48.399998	21	0	8.522613077	7.166028156	20	28.2	38.49831212	4.517195815	0	0.333173375	0.333173375	62.99635375	103.9455139	0.028184523	0.590796704	0.030233494	0.028720194	0.636823581	0.606193181	2.039133744	5	5.2	-1	-1	2.166028156	1.966028156	0.302263417	0.274353954	-5	-5.2	-0.697736583	-0.725646046	9.6799996
1	OMT	389.4	952	102	1	1986	22	1535.600644	13.8313356	335.002344	53.674999	22	0	9.636902894	7.94703657	20	28.2	38.49831212	3.994884305	0	0.454412629	0.454412629	52.64159138	105.1840711	0.028897426	0.604158119	0.031721945	0.029819382	0.666125969	0.627406646	2.355731174	6	6	-1	-1	1.94703657	1.94703657	0.245001587	0.245001587	-6	-6	-0.754998413	-0.754998413	10.7349998
1	OMT	389.4	952	102	1	1987	23	1431.373587	12.6213478	329.354824	58.049999	23	0	10.55731213	8.594792241	20	28.2	38.49831212	3.646601677	0	0.574831961	0.574831961	96.90425086	121.0968705	0.029371268	0.613038986	0.032829245	0.030871659	0.687950623	0.647587838	2.624091027	6.7	6.7	-1	-1	1.894792241	1.894792241	0.220458178	0.220458178	-6.7	-6.7	-0.779541822	-0.779541822	11.6099998
1	OMT	389.4	952	102	1	1988	24	1563.379738	11.5181745	301.331661	61.850002	24	0	11.35400578	9.157414754	20	28.2	38.49831212	3.390725077	0	0.695269874	0.695269874	80.32481893	121.2739791	0.029813231	0.621322353	0.033778819	0.03155799	0.706359983	0.660910366	2.871777052	7.1	7.1	-1	-1	2.057414754	2.057414754	0.224672007	0.224672007	-7.1	-7.1	-0.775327993	-0.775327993	12.3700004
1	OMT	389.4	952	102	1	1989	25	1419.209148	11.3010259	324.566407	65.749996	25	0	12.16912903	9.734841778	20	28.2	38.49831212	3.163604562	0	0.83525955	0.83525955	38.68634409	120.7796898	0.030227334	0.629083576	0.034738564	0.032216793	0.725266061	0.673716969	3.125028883	7.7	7.7	-1	-1	2.034841778	2.034841778	0.209026692	0.209026692	-7.7	-7.7	-0.790973308	-0.790973308	13.1499992
1	OMT	389.4	952	102	1	1990	26	1832.898993	11.1389798	295.801284	69.100002	26	0	12.86737273	10.23083844	20	28.2	38.49831212	2.991932613	0	0.969546041	0.969546041	43.01846039	118.5399175	0.030569433	0.635495288	0.035545269	0.032840893	0.740997736	0.685796637	3.349771072	8.1	8.1	-1	-1	2.130838437	2.130838437	0.208276032	0.208276032	-8.1	-8.1	-0.791723968	-0.791723968	13.8200004
1	OMT	389.4	952	102	1	1991	27	1817.292596	8.4992263	299.084025	73.200001	27	0	13.71968278	10.83787789	20	28.2	38.49831212	2.806064305	0	1.152570551	1.152570551	77.76786589	130.3103457	0.030939769	0.642436204	0.036528458	0.033671399	0.760037116	0.701821347	3.636511125	8.5	8.5	-1	-1	2.33787789	2.33787789	0.215713622	0.215713622	-8.5	-8.5	-0.784286378	-0.784286378	14.6400002
1	OMT	389.4	952	102	1	1992	28	1405.257436	11.6650933	315.989659	77.049999	28	0	14.51793371	11.40790258	20	28.2	38.49831212	2.651776271	0	1.344163722	1.344163722	121.1641021	149.8485448	0.031247531	0.648204353	0.037424451	0.034477061	0.77759529	0.717303887	3.895907903	9	9	-1	-1	2.407902584	2.407902584	0.211073207	0.211073207	-9	-9	-0.788926793	-0.788926793	15.4099998
1	OMT	389.4	952	102	1	1993	29	1521.332835	18.6953076	318.562186	79.899998	29	0	15.10764241	11.82986899	20	28.2	38.49831212	2.548267366	0	1.498906569	1.498906569	56.88123253	132.4026896	0.03150032	0.652942193	0.038061249	0.034808854	0.789989472	0.723905067	4.107444818	9.3	9.3	-1	-1	2.529868987	2.529868987	0.213854354	0.213854354	-9.3	-9.3	-0.786145646	-0.786145646	15.9799996
1	OMT	389.4	952	102	1	1994	30	1321.432347	15.7307929	319.504532	82.874996	30	0	15.72219832	12.27034255	20	28.2	38.49831212	2.448659617	0	1.672649015	1.672649015	107.18394	148.1331002	0.031743744	0.657504517	0.038728125	0.035424608	0.803225475	0.735751777	4.321802183	9.7	9.9	-1	-1	2.570342548	2.370342548	0.209476022	0.193176559	-9.7	-9.9	-0.790523978	-0.806823441	16.5749992
1	OMT	389.4	952	102	1	1995	31	1126.615127	17.7016845	345.958856	85.374996	31	0	16.2378777	12.64048865	20	28.2	38.49831212	2.370895558	0	1.828632132	1.828632132	93.36348456	145.9059643	0.03193993	0.661181466	0.039308016	0.035809685	0.814768472	0.743275089	4.51202033	10.1	10.3	-1	-1	2.540488645	2.340488645	0.200980256	0.185158083	-10.1	-10.3	-0.799019744	-0.814841917	17.0749992
1	OMT	389.4	952	102	1	1996	32	1125.548792	14.4579622	304.684471	87.450001	32	0	16.66539832	12.94771065	20	28.2	38.49831212	2.310074526	0	1.965231488	1.965231488	95.96275434	148.5052341	0.032092767	0.664045983	0.039762809	0.036158841	0.823812242	0.750048637	4.66449053	10.4	10.6	-1	-1	2.547710647	2.347710647	0.196769199	0.181322452	-10.4	-10.6	-0.803230801	-0.818677548	17.4900002
1	OMT	389.4	952	102	1	1997	33	1108.210818	16.5060769	296.382925	89.475002	33	0	17.08220512	13.24752913	20	28.2	38.49831212	2.253708573	0	2.104938483	2.104938483	98.56202412	151.1045039	0.032242131	0.666845391	0.040216576	0.036499417	0.832527863	0.75666136	4.817922992	10.7	10.7	-1	-1	2.547529134	2.547529134	0.19230221	0.19230221	-10.7	-10.7	-0.80769779	-0.80769779	17.8950004
1	OMT	389.4	952	102	1	1998	34	883.3286554	21.4213058	341.638009	91.424999	34	0	17.48320689	13.53624265	20	28.2	38.49831212	2.202016619	0	2.2455832	2.2455832	101.1612939	153.7037737	0.032388175	0.669582585	0.040631112	0.036816231	0.840909398	0.762828757	4.970191232	11.1	11.1	-1	-1	2.436242646	2.436242646	0.179979239	0.179979239	-11.1	-11.1	-0.820020761	-0.820020761	18.2849998
1	OMT	389.4	952	102	1	1999	35	720.1402178	21.723261	318.672755	92.950001	35	0	17.79657099	13.76203206	20	28.2	38.49831212	2.163243253	0	2.359839434	2.359839434	120.1802889	161.1294491	0.032495616	0.671596287	0.040997086	0.037102247	0.847921626	0.768342388	5.083007866	11.2	11.2	-1	-1	2.562032062	2.562032062	0.186166698	0.186166698	-11.2	-11.2	-0.813833302	-0.813833302	18.5900002
1	OMT	389.4	952	102	1	2000	36	445.5563734	34.6879565	367.568447	94.174999	36	0	18.0481412	13.94340335	20	28.2	38.49831212	2.133090144	0	2.454376197	2.454376197	104.6269869	157.1694667	0.03260133	0.673577595	0.041245172	0.037266855	0.852877425	0.771580567	5.180092907	11.4	11.4	-1	-1	2.543403354	2.543403354	0.182409078	0.182409078	-11.4	-11.4	-0.817590922	-0.817590922	18.8349998
1	OMT	389.4	952	102	1	2001	37	539.3341173	30.7868337	364.117967	94.924999	37	0	18.20210073	14.05444718	20	28.2	38.49831212	2.115047746	0	2.513483632	2.513483632	122.7795586	163.7287188	0.032636193	0.674231011	0.041413601	0.03741977	0.856340254	0.774523046	5.23876773	11.6	11.6	-1	-1	2.454447183	2.454447183	0.174638472	0.174638472	-11.6	-11.6	-0.825361528	-0.825361528	18.9849998
1	OMT	389.4	952	102	1	2002	38	605.227831	23.4510263	292.65271	95.825001	38	0	18.38679046	14.18770007	20	28.2	38.49831212	2.093802734	0	2.585656059	2.585656059	135.9106994	169.616573	0.03270537	0.675527535	0.041602555	0.037597655	0.859784763	0.77793354	5.301269312	11.5	11.8	-1	-1	2.687700074	2.387700074	0.189438743	0.168293667	-11.5	-11.8	-0.810561257	-0.831706333	19.1650002
1	OMT	389.4	952	102	1	2003	39	796.1913919	41.2824161	492.412322	96.825001	39	0	18.59192286	14.33575851	20	28.2	38.49831212	2.070700939	0	2.667453075	2.667453075	108.09268	160.6351597	0.032773826	0.676810554	0.041827893	0.037691965	0.864264117	0.779854182	5.389951024	11.5	11.8	-1	-1	2.835758513	2.535758513	0.197810148	0.176883456	-11.5	-11.8	-0.802189852	-0.823116544	19.3650002
1	OMT	389.4	952	102	1	2004	40	1608.413102	24.396672	391.429183	98.125004	40	0	18.85847579	14.52823493	20	28.2	38.49831212	2.041432858	0	2.776344282	2.776344282	80.27466053	155.7961176	0.032875191	0.678710365	0.042125766	0.037852042	0.869993925	0.783007427	5.488546054	11.8	11.8	-1	-1	2.728234928	2.728234928	0.187788464	0.187788464	-11.8	-11.8	-0.812211536	-0.812211536	19.6250008
1	OMT	389.4	952	102	1	2005	41	2943.902094	15.5011046	309.240084	100.700001	41	0	19.38606793	14.90948496	20	28.2	38.49831212	1.98587523	0	3.000700719	3.000700719	151.4889162	184.2367071	0.033040734	0.681813014	0.042670876	0.038394034	0.880975768	0.793395165	5.682317097	12.3	12.3	-1	-1	2.609484965	2.609484965	0.175021805	0.175021805	-12.3	-12.3	-0.824978195	-0.824978195	20.1400002
1	OMT	389.4	952	102	1	2006	42	3263.934135	15.7134521	310.960672	105.250004	42	0	20.31713996	15.58315131	20	28.2	38.49831212	1.894868677	0	3.426104622	3.426104622	148.040625	181.7464987	0.033328592	0.687208125	0.043658322	0.039073139	0.900247989	0.806658788	6.056336538	12.8	12.8	-1	-1	2.783151307	2.783151307	0.178600031	0.178600031	-12.8	-12.8	-0.821399969	-0.821399969	21.0500008
1	OMT	389.4	952	102	1	2007	43	2852.599722	20.0617135	266.292493	110.075001	43	0	21.30297219	16.29753283	20	28.2	38.49831212	1.807180321	0	3.919226401	3.919226401	163.6188418	192.3032845	0.033604369	0.692376799	0.044682271	0.039829265	0.920357399	0.821365961	6.452340866	13.4	13.4	-1	-1	2.897532831	2.897532831	0.177789661	0.177789661	-13.4	-13.4	-0.822210339	-0.822210339	22.0150002
1	OMT	389.4	952	102	1	2008	44	684.0482392	57.9057077	516.644115	114.125004	44	0	22.12936592	16.89716995	20	28.2	38.49831212	1.739693412	0	4.36794011	4.36794011	168.8173814	197.5018241	0.033869038	0.697337281	0.045512105	0.040436866	0.936537003	0.833212929	6.793393474	13.8	13.9	-1	-1	3.097169954	2.997169954	0.183295189	0.177377038	-13.8	-13.9	-0.816704811	-0.822622962	22.8250008
1	OMT	389.4	952	102	1	2009	45	3167.151787	15.73697	333.726612	115.075001	45	0	22.32307562	17.03782503	20	28.2	38.49831212	1.724597128	0	4.477929169	4.477929169	131.486108	184.0285877	0.033897798	0.697876314	0.045729846	0.040510837	0.941368763	0.834752355	6.886842211	14.3	14.3	-1	-1	2.737825027	2.737825027	0.160690993	0.160690993	-14.3	-14.3	-0.839309007	-0.839309007	23.0150002
1	OMT	389.4	952	102	1	2010	46	2663.677959	14.0183123	349.844351	119.375004	46	0	23.19926785	17.67447676	20	28.2	38.49831212	1.659462375	0	4.99890007	4.99890007	166.2355135	199.9413871	0.034151129	0.702624302	0.046628494	0.041196825	0.958838103	0.848068473	7.250641191	14.7	14.8	-1	-1	2.974476759	2.874476759	0.16829221	0.162634334	-14.7	-14.8	-0.83170779	-0.837365666	23.8750008
1	OMT	389.4	952	102	1	2011	47	2443.324677	15.9704935	342.448793	122.875004	47	0	23.91175961	18.1926813	20	28.2	38.49831212	1.610015856	0	5.45161142	5.45161142	180.0808837	208.7653264	0.034341626	0.706194658	0.04731816	0.041723002	0.972465489	0.858312833	7.55186328	15	15.3	-1	-1	3.192681296	2.892681296	0.175492619	0.159002472	-15	-15.3	-0.824507381	-0.840997528	24.5750008
1	OMT	389.4	952	102	1	2012	48	2019.02024	22.4820611	383.730458	126.000004	48	0	24.54742773	18.65536392	20	28.2	38.49831212	1.568323677	0	5.878221331	5.878221331	162.6350286	203.5841888	0.034500627	0.70917469	0.048000127	0.042138505	0.986095003	0.866482921	7.837761845	15.6	15.9	-1	-1	3.055363918	2.755363918	0.163779379	0.147698213	-15.6	-15.9	-0.836220621	-0.852301787	25.2000008
1	OMT	389.4	952	102	1	2013	49	1853.435114	22.108271	370.692704	128.524998	49	0	25.06073116	19.02921059	20	28.2	38.49831212	1.536200674	0	6.238742705	6.238742705	119.2637072	201.3570529	0.034630251	0.711604131	0.0484963	0.042450709	0.996006602	0.872640429	8.065634642	16	16.3	-1	-1	3.029210588	2.729210588	0.159187402	0.143422165	-16	-16.3	-0.840812598	-0.856577835	25.7049996
1	OMT	389.4	952	102	1	2014	50	1990.508189	22.9901678	376.223816	130.800007	50	0	25.52298598	19.36604487	20	28.2	38.49831212	1.508378061	0	6.575935721	6.575935721	168.6999914	209.6491516	0.034757367	0.713986578	0.048992473	0.042827156	1.005731808	0.879925478	8.265641136	16.4	16.4	-1	-1	2.96604487	2.96604487	0.153156976	0.153156976	-16.4	-16.4	-0.846843024	-0.846843024	26.1600014
1	OMT	389.4	952	102	1	2015	51	2133.24823	23.8110097	370.293419	133.200001	51	0	26.01041094	19.72138424	20	28.2	38.49831212	1.480111645	0	6.944595299	6.944595299	125.32867	200.8501271	0.034882072	0.716323815	0.049488601	0.043108047	1.015489514	0.885496106	8.492285257	16.7	16.7	-1	-1	3.021384235	3.021384235	0.153203457	0.153203457	-16.7	-16.7	-0.846796543	-0.846796543	26.6400002
1	OMT	389.4	952	102	1	2016	52	2086.481471	15.9982617	327.811862	135.724995	52	0	26.52298381	20.09523091	20	28.2	38.49831212	1.451507583	0	7.347062946	7.347062946	196.5429257	225.2273684	0.035004453	0.718617524	0.049984819	0.043554868	1.025555008	0.894100116	8.71097364	17.2	17.2	-1	-1	2.895230906	2.895230906	0.144075523	0.144075523	-17.2	-17.2	-0.855924477	-0.855924477	27.144999
1	OMT	389.4	952	102	1	2017	53	1991.017782	19.4594995	368.310259	138.149998	53	0	27.01503808	20.45427306	20	28.2	38.49831212	1.425069697	0	7.747951734	7.747951734	178.2306472	219.1798074	0.035124598	0.7208693	0.050480947	0.043860483	1.035312714	0.900134126	8.947538517	17.5	17.5	-1	-1	2.954273065	2.954273065	0.144433051	0.144433051	-17.5	-17.5	-0.855566949	-0.855566949	27.6299996
1	OMT	389.4	952	102	1	2018	54	2292.792605	16.5630544	345.487695	140.425007	54	0	27.47646924	20.79110735	20	28.2	38.49831212	1.401137525	0	8.13706191	8.13706191	202.6078885	231.2923312	0.035219156	0.722641541	0.050915413	0.044209401	1.044199551	0.906903203	9.151345919	17.9	18	-1	-1	2.891107346	2.791107346	0.139054996	0.134245247	-17.9	-18	-0.860945004	-0.865754753	28.0850014
1	OMT	389.4	952	102	1	2019	55	2060.331546	27.8894612	414.698087	143.000004	55	0	27.9985355	21.17235738	20	28.2	38.49831212	1.375011637	0	8.59295241	8.59295241	196.5603275	230.2662012	0.035335473	0.724821574	0.051470951	0.044549707	1.05493898	0.913587411	9.399988155	18.2	18.2	-1	-1	2.972357383	2.972357383	0.140388589	0.140388589	-18.2	-18.2	-0.859611411	-0.859611411	28.6000008
1	OMT	389.4	952	102	2	1981	2	71.27488333	48.9999927	414.165538	2.75	17	4.337	5.037252296	4.734168442	20	28.2	34.97463996	6.943197979	0.916105976	0.096065152	0.003904549	0	70.88663822	0.025591966	0.542818585	0.025627011	0.024601497	0.543934558	0.527392513	1.033262863	0.8	0.8	4.42125	4.42125	3.934168442	3.934168442	0.83101573	0.83101573	3.537	3.537	0.747121705	0.747121705	1.703691793
1	OMT	389.4	952	102	2	1982	3	56.71364505	41.7833111	498.751411	5.5	18	4.337	5.99572621	5.404132435	20	28.2	34.97463996	5.833261683	0.802533996	0.142893577	0.026999437	69.17870657	93.37132622	0.026510442	0.560032877	0.026854411	0.026064264	0.571530328	0.555267213	1.251084677	3.8	3.8	0.141315789	0.141315789	1.604132435	1.604132435	0.296834405	0.296834405	0.537	0.537	0.099368401	0.099368401	3.354446874
1	OMT	389.4	952	102	2	1983	4	154.6075483	17.652298	355.441304	6.950001	19	4.337	7.265780461	6.288782497	20	28.2	34.97463996	4.813610892	0.689640642	0.22518242	0.087641613	67.46326192	101.1691356	0.027644803	0.581293357	0.028663131	0.027594892	0.606501168	0.584643356	1.572908867	4.5	4.5	-0.036222222	-0.036222222	1.788782497	1.788782497	0.284440191	0.284440191	-0.163	-0.163	-0.025919166	-0.025919166	4.619695114
1	OMT	389.4	952	102	2	1984	5	174.7510914	45.5678563	305.601374	9.875	20	4.337	8.045903301	6.832896668	20	28.2	34.97463996	4.346887932	0.634723487	0.288834667	0.142107493	13.56006957	89.08152666	0.028183139	0.59138298	0.029707476	0.02837793	0.626839791	0.599778388	1.787809574	5	5	-0.1326	-0.1326	1.832896668	1.832896668	0.268245922	0.268245922	-0.663	-0.663	-0.097030591	-0.097030591	5.236241237
1	OMT	389.4	952	102	2	1985	6	110.6941034	31.7140311	415.954884	12.375	21	4.337	8.522613077	7.166028156	20	28.2	34.97463996	4.103746075	0.605216712	0.333173375	0.18212381	62.99635375	103.9455139	0.028542338	0.598115183	0.030233494	0.028965111	0.636823581	0.611013053	1.911697297	5	5.2	-0.1326	-0.165961538	2.166028156	1.966028156	0.302263417	0.274353954	-0.663	-0.863	-0.092519871	-0.120429334	5.598260944
1	OMT	389.4	952	102	2	1986	7	356.6178038	12.3236665	333.217854	13.725001	22	4.337	9.636902894	7.94703657	20	28.2	34.97463996	3.629240675	0.54573802	0.454412629	0.296673894	52.64159138	105.1840711	0.029269601	0.611745713	0.031721945	0.030097637	0.666125969	0.63285135	2.22722515	6	6	-0.277166667	-0.277166667	1.94703657	1.94703657	0.245001587	0.245001587	-1.663	-1.663	-0.209260394	-0.209260394	6.450425384
1	OMT	389.4	952	102	2	1987	8	433.7286771	13.3795414	335.728089	17.375	23	4.337	10.55731213	8.594792241	20	28.2	34.97463996	3.312835647	0.504607893	0.574831961	0.41487481	96.90425086	121.0968705	0.029752145	0.620789676	0.032829245	0.031084172	0.687950623	0.651800383	2.486733759	6.7	6.7	-0.352686567	-0.352686567	1.894792241	1.894792241	0.220458178	0.220458178	-2.363	-2.363	-0.274933929	-0.274933929	7.183768834
1	OMT	389.4	952	102	2	1988	9	519.0206271	10.8517754	339.674264	20.975003	24	4.337	11.35400578	9.157414754	20	28.2	34.97463996	3.080378912	0.473605282	0.695269874	0.535640009	80.32481893	121.2739791	0.030201668	0.629214749	0.033778819	0.031805983	0.706359983	0.665787904	2.735314573	7.1	7.1	-0.38915493	-0.38915493	2.057414754	2.057414754	0.224672007	0.224672007	-2.763	-2.763	-0.30172271	-0.30172271	7.84637145
1	OMT	389.4	952	102	2	1989	10	673.024894	14.5133637	346.815452	24.600003	25	4.337	12.16912903	9.734841778	20	28.2	34.97463996	2.874046276	0.445513147	0.83525955	0.67802636	38.68634409	120.7796898	0.030622401	0.637100236	0.034738564	0.032536727	0.725266061	0.679942842	2.99337892	7.7	7.7	-0.436753247	-0.436753247	2.034841778	2.034841778	0.209026692	0.209026692	-3.363	-3.363	-0.34546016	-0.34546016	8.5508051
1	OMT	389.4	952	102	2	1990	11	930.4439524	12.9552611	323.076713	28.625	26	4.337	12.86737273	10.23083844	20	28.2	34.97463996	2.71808711	0.423914426	0.969546041	0.815973023	43.01846039	118.5399175	0.030969667	0.643608773	0.035545269	0.033156941	0.740997736	0.691949672	3.216223306	8.1	8.1	-0.464567901	-0.464567901	2.130838437	2.130838437	0.208276032	0.208276032	-3.763	-3.763	-0.367809542	-0.367809542	9.173892651
