Stand	ForestType	VolumePerHA	StemsPerHA	Tree	Sample	Year	CA	RA	LWP	RD	R	TreeAge	h	DBHr	Hr	H	DBH	D	relD	relH	Vr	Vr_Hr_h	SL0	SL1	KIr	KSIr	KImax	KImean	KSImax	KSImean	knotIndex_total	hCrKI	hCrKSI	relhCrKI	relhCrKSI	CrlKI	CrlKSI	relCrlKI	relCrlKSI	dCrKI	dCrKSI	reldCrKI	reldCrKSI	r
3	Peat	188.65	495	318	1	1949	16	51.34745592	45.538026	452.381604	13.924999	16	0	1.079293175	1.717434223	25	33.2	42.48604913	39.36469728	0	0.002603762	0.002603762	34.54428759	56.05608552	0.016122713	0.591119314	0.016122713	0.011827372	0.591119314	0.532307389	0.189237949	0.1	0.1	-1	-1	1.617434223	1.617434223	0.941773607	0.941773607	-0.1	-0.1	-0.058226393	-0.058226393	2.7849998
3	Peat	188.65	495	318	1	1950	17	60.54634442	39.5656103	425.694724	14.5	17	0	1.186151465	1.788351743	25	33.2	42.48604913	35.81840125	0	0.002939813	0.002939813	23.83186907	50.64663638	0.016452575	0.594997278	0.016452575	0.012011818	0.594997278	0.533647285	0.204200907	0.1	0.1	-1	-1	1.688351743	1.688351743	0.944082589	0.944082589	-0.1	-0.1	-0.055917411	-0.055917411	2.9
3	Peat	188.65	495	318	1	1951	18	58.2451278	43.2926927	427.865839	15.15	18	0	1.300362371	1.868519235	25	33.2	42.48604913	32.6724689	0	0.003353155	0.003353155	8.441900033	51.35901614	0.016770861	0.598739144	0.016770861	0.012401753	0.598739144	0.535429629	0.223231548	0.1	0.1	-1	-1	1.768519235	1.768519235	0.946481686	0.946481686	-0.1	-0.1	-0.053518314	-0.053518314	3.03
3	Peat	188.65	495	318	1	1952	19	45.16835016	44.4076353	466.092125	15.75	19	0	1.402481899	1.942519996	25	33.2	42.48604913	30.29347413	0	0.003767536	0.003767536	0	44.83080912	0.017375766	0.605850595	0.017375766	0.01274545	0.605850595	0.535290439	0.242163548	0.1	0.1	-1	-1	1.842519996	1.842519996	0.948520478	0.948520478	-0.1	-0.1	-0.051479522	-0.051479522	3.15
3	Peat	188.65	495	318	1	1953	20	56.93341108	51.7901058	491.57397	16.200001	20	0	1.478165987	1.998020691	25	33.2	42.48604913	28.74240748	0	0.004099783	0.004099783	36.68142686	58.19322478	0.017663733	0.60923603	0.017663733	0.013429105	0.60923603	0.549474962	0.255153003	0.1	0.1	-1	-1	1.898020691	1.898020691	0.949950468	0.949950468	-0.1	-0.1	-0.050049532	-0.050049532	3.2400002
3	Peat	188.65	495	318	1	1954	21	69.73550293	40.0501672	441.220647	16.75	21	0	1.570501489	2.065854599	25	33.2	42.48604913	27.05253667	0	0.00453169	0.00453169	9.866659543	52.78377565	0.017942838	0.612517281	0.017942838	0.013547169	0.612517281	0.548289633	0.270943381	0.1	0.1	-1	-1	1.965854599	1.965854599	0.951593883	0.951593883	-0.1	-0.1	-0.048406117	-0.048406117	3.35
3	Peat	188.65	495	318	1	1955	22	78.06857744	42.5009597	419.760468	17.4	22	0	1.680271122	2.146022091	25	33.2	42.48604913	25.28523437	0	0.005079997	0.005079997	10.5790393	46.25556863	0.018213611	0.61570057	0.018213611	0.013759969	0.61570057	0.550452531	0.288959349	0.1	0.1	-1	-1	2.046022091	2.046022091	0.953402157	0.953402157	-0.1	-0.1	-0.046597843	-0.046597843	3.48
3	Peat	188.65	495	318	1	1956	23	84.10251711	48.1455895	454.693035	18.1	23	0	1.800070542	2.232356313	25	33.2	42.48604913	23.60243565	0	0.005718096	0.005718096	0	46.96794838	0.018476534	0.618791576	0.018476534	0.014277185	0.618791576	0.552815026	0.314098074	0.1	0.1	-1	-1	2.132356313	2.132356313	0.955204284	0.955204284	-0.1	-0.1	-0.044795716	-0.044795716	3.62
3	Peat	188.65	495	318	1	1957	24	115.2020843	31.2566291	388.760974	18.825001	24	0	1.926445157	2.321774024	25	33.2	42.48604913	22.05411816	0	0.006433107	0.006433107	0	47.68032814	0.018980564	0.624717114	0.018980564	0.014702152	0.624717114	0.557581678	0.3381495	0.1	0.1	-1	-1	2.221774024	2.221774024	0.956929486	0.956929486	-0.1	-0.1	-0.043070514	-0.043070514	3.7650002
3	Peat	188.65	495	318	1	1958	25	62.91039289	46.7014492	448.593104	19.775	25	0	2.096039674	2.438941773	25	33.2	42.48604913	20.26967794	0	0.007457018	0.007457018	0	48.39270789	0.019458054	0.630330634	0.019458054	0.015224779	0.630330634	0.56346937	0.365394689	0.1	0.1	-1	-1	2.338941773	2.338941773	0.958998611	0.958998611	-0.1	-0.1	-0.041001389	-0.041001389	3.955
3	Peat	188.65	495	318	1	1959	26	90.71348787	39.7914141	426.906775	20.275	26	0	2.187180428	2.500609075	25	33.2	42.48604913	19.42503169	0	0.008037081	0.008037081	40.24332563	61.75512356	0.019687692	0.633030328	0.019687692	0.015970835	0.633030328	0.576584813	0.383300035	0.1	0.1	-1	-1	2.400609075	2.400609075	0.960009743	0.960009743	-0.1	-0.1	-0.039990257	-0.039990257	4.055
3	Peat	188.65	495	318	1	1960	27	90.38951113	41.512899	461.506392	20.975	27	0	2.316924046	2.586943297	25	33.2	42.48604913	18.33726453	0	0.008898599	0.008898599	29.53090711	62.46750331	0.019911659	0.635663357	0.019911659	0.016212145	0.635663357	0.578867433	0.405303636	0.1	0.1	-1	-1	2.486943297	2.486943297	0.96134434	0.96134434	-0.1	-0.1	-0.03865566	-0.03865566	4.195
3	Peat	188.65	495	318	1	1961	28	61.85010537	58.142212	497.599147	21.65	28	0	2.444317897	2.670194154	25	33.2	42.48604913	17.38155629	0	0.009785645	0.009785645	30.24328686	57.05805418	0.020343656	0.640742043	0.020343656	0.016572079	0.640742043	0.582544626	0.430874063	0.1	0.1	-1	-1	2.570194154	2.570194154	0.96254954	0.96254954	-0.1	-0.1	-0.03745046	-0.03745046	4.33
3	Peat	188.65	495	318	1	1962	29	91.58527983	51.5354791	497.077532	22.1	29	0	2.530431316	2.725694725	25	33.2	42.48604913	16.79004242	0	0.010408606	0.010408606	0	50.52984716	0.020343656	0.640742043	0.020556785	0.016496558	0.642139048	0.577519028	0.445407066	0.2	0.2	-1	-1	2.525694725	2.525694725	0.926624211	0.926624211	-0.2	-0.2	-0.073375789	-0.073375789	4.42
3	Peat	188.65	495	318	1	1963	30	187.3586954	48.1993678	494.641864	22.75	30	0	2.656392315	2.805862217	25	33.2	42.48604913	15.993891	0	0.011354289	0.011354289	42.3804649	69.19523222	0.020756009	0.645589798	0.020769914	0.017381566	0.645589798	0.591506901	0.46930228	0.3	0.1	-1	-1	2.505862217	2.705862217	0.893080994	0.964360331	-0.3	-0.1	-0.106919006	-0.035639669	4.55
3	Peat	188.65	495	318	1	1964	31	347.3030679	45.5636943	498.192371	24.025	31	0	2.908397639	2.963113836	25	33.2	42.48604913	14.60806066	0	0.013372294	0.013372294	16.27807734	59.19519344	0.021150428	0.650226713	0.021363557	0.017695449	0.651623718	0.593473573	0.513168007	0.2	0.2	-1	-1	2.763113836	2.763113836	0.932503437	0.932503437	-0.2	-0.2	-0.067496563	-0.067496563	4.805
3	Peat	188.65	495	318	1	1965	32	508.8500189	24.6873319	414.12839	26.225	32	0	3.356019168	3.234449962	25	33.2	42.48604913	12.65965628	0	0.017392509	0.017392509	0	54.09174593	0.022067391	0.66100682	0.022167795	0.018658003	0.66100682	0.601109552	0.597056098	0.4	0.1	-1	-1	2.834449962	3.134449962	0.876331369	0.969082842	-0.4	-0.1	-0.123668631	-0.030917158	5.245
3	Peat	188.65	495	318	1	1966	33	497.4394145	22.245455	421.218911	29.150002	33	0	3.96935932	3.595203922	25	33.2	42.48604913	10.70350294	0	0.023885344	0.023885344	48.07950294	74.89427026	0.023057852	0.672650986	0.023215522	0.020411097	0.672650986	0.622688586	0.714388379	0.4	0.1	-1	-1	3.195203922	3.495203922	0.888740664	0.972185166	-0.4	-0.1	-0.111259336	-0.027814834	5.8300004
3	Peat	188.65	495	318	1	1967	34	534.5206072	26.2548726	408.534088	31.75	34	0	4.525794742	3.915873643	25	33.2	42.48604913	9.387533361	0	0.030863624	0.030863624	59.07840422	77.03140952	0.023807883	0.681468589	0.024065418	0.021599803	0.681468589	0.635000479	0.820792505	0.5	0.1	-1	-1	3.415873643	3.815873643	0.872314573	0.974462915	-0.5	-0.1	-0.127685427	-0.025537085	6.35
3	Peat	188.65	495	318	1	1968	35	734.1116837	31.7590085	387.836962	34.325001	35	0	5.083038136	4.233460369	25	33.2	42.48604913	8.35839669	0	0.038998456	0.038998456	0	61.21554348	0.024500602	0.689612411	0.024873528	0.022109143	0.690826655	0.637362451	0.928584009	0.6	0.3	-1	-1	3.633460369	3.933460369	0.85827197	0.929135985	-0.6	-0.3	-0.14172803	-0.070864015	6.8650002
3	Peat	188.65	495	318	1	1969	36	1040.438309	17.698558	346.391551	37.575001	36	0	5.790930349	4.634297829	25	33.2	42.48604913	7.336653451	0	0.051157904	0.051157904	0.8613861	64.0650625	0.025267556	0.698628956	0.02582917	0.023394607	0.70002596	0.650597938	1.076151927	0.6	0.2	-1	-1	4.034297829	4.434297829	0.870530548	0.956843516	-0.6	-0.2	-0.129469452	-0.043156484	7.5150002
3	Peat	188.65	495	318	1	1970	37	1251.338169	28.5372417	374.78562	41.75	37	0	6.70274387	5.149219673	25	33.2	42.48604913	6.338605495	0	0.070175445	0.070175445	31.95043195	74.86754805	0.026308594	0.710867727	0.026972588	0.025010359	0.712530189	0.667890106	1.275528314	0.9	0.5	-1	-1	4.249219673	4.649219673	0.825216235	0.902897908	-0.9	-0.5	-0.174783765	-0.097102092	8.35
3	Peat	188.65	495	318	1	1971	38	1181.724888	20.8585572	340.601525	46.275002	38	0	7.689747963	5.707308998	25	33.2	42.48604913	5.52502492	0	0.095555365	0.095555365	63.03947779	89.85424511	0.027242354	0.7218453	0.028159982	0.026814748	0.724090332	0.686331547	1.501625864	1.4	0.6	-1	-1	4.307308998	5.107308998	0.754700508	0.894871646	-1.4	-0.6	-0.245299492	-0.105128354	9.2550004
3	Peat	188.65	495	318	1	1972	39	1311.300748	17.1260553	384.116003	50.174999	39	0	8.537414691	6.188313579	25	33.2	42.48604913	4.976453723	0	0.121808573	0.121808573	66.60137657	93.41614388	0.027998643	0.730736469	0.029295073	0.028020932	0.733648977	0.697740311	1.709276841	4.3	0.7	-1	-1	1.888313579	5.488313579	0.30514187	0.88688356	-4.3	-0.7	-0.69485813	-0.11311644	10.0349998
3	Peat	188.65	495	318	1	1973	40	1393.563718	22.5076828	343.658451	54.174999	40	0	9.403090187	6.681651991	25	33.2	42.48604913	4.518307097	0	0.153324823	0.153324823	58.73847706	96.97804266	0.028696695	0.738942997	0.030573847	0.029169011	0.7426271	0.708465973	1.925154725	4.9	0.8	-1	-1	1.781651991	5.881651991	0.266648427	0.880269131	-4.9	-0.8	-0.733351573	-0.119730869	10.8349998
3	Peat	188.65	495	318	1	1974	41	1258.710126	12.8674788	321.417408	58.125	41	0	10.25397436	7.168823796	25	33.2	42.48604913	4.143373841	0	0.189367146	0.189367146	62.30037583	95.23697204	0.029344843	0.746562827	0.032061141	0.030301651	0.75067864	0.719010133	2.151417254	5.5	0.8	-1	-1	1.668823796	6.368823796	0.232789066	0.888405682	-5.5	-0.8	-0.767210934	-0.111594318	11.625
3	Peat	188.65	495	318	1	1975	42	985.2819803	19.8012217	340.799135	61.474999	42	0	10.97251556	7.581994593	25	33.2	42.48604913	3.872042732	0	0.224032656	0.224032656	65.14989485	103.3894605	0.029802262	0.751940383	0.033276611	0.031292074	0.757281349	0.728436635	2.34690553	5.7	1	-1	-1	1.881994593	6.581994593	0.248218931	0.868108584	-5.7	-1	-0.751781069	-0.131891416	12.2949998
3	Peat	188.65	495	318	1	1976	43	1265.755236	21.9355806	349.88789	63.974999	43	0	11.50694085	7.8903311	25	33.2	42.48604913	3.692210614	0	0.252491405	0.252491405	78.7118324	105.5265997	0.030166576	0.756223378	0.034103019	0.03201687	0.762403655	0.735294657	2.497315863	6	1.3	-1	-1	1.8903311	6.5903311	0.239575637	0.835241388	-6	-1.3	-0.760424363	-0.164758612	12.7949998
3	Peat	188.65	495	318	1	1977	44	1182.299177	23.3435085	362.488205	67.050003	44	0	12.16225817	8.269585497	25	33.2	42.48604913	3.493269796	0	0.290677985	0.290677985	70.13655314	103.0731493	0.030653218	0.761944487	0.035138778	0.032772259	0.768177906	0.74195803	2.687325211	6.4	1.2	-1	-1	1.869585497	7.069585497	0.226079711	0.854889946	-6.4	-1.2	-0.773920289	-0.145110054	13.4100006
3	Peat	188.65	495	318	1	1978	45	1286.845492	24.4943796	356.953143	69.800003	45	0	12.74650405	8.608755655	25	33.2	42.48604913	3.333153073	0	0.327930688	0.327930688	92.5602527	115.1908085	0.030985497	0.765850867	0.036093547	0.033618495	0.773256592	0.750243745	2.857572116	6.6	1.2	-1	-1	2.008755655	7.408755655	0.233338677	0.860607032	-6.6	-1.2	-0.766661323	-0.139392968	13.9600006
3	Peat	188.65	495	318	1	1979	46	1208.476022	24.4648701	352.579632	72.675003	46	0	13.35557427	8.963342639	25	33.2	42.48604913	3.181147307	0	0.370144168	0.370144168	75.12321142	108.0598076	0.031368802	0.770357126	0.037019209	0.034231935	0.778279847	0.755238318	3.046642204	6.8	1.8	-1	-1	2.163342639	7.163342639	0.241354451	0.79918206	-6.8	-1.8	-0.758645549	-0.20081794	14.5350006
3	Peat	188.65	495	318	1	1980	47	1471.770904	28.5869746	379.35493	75.275002	47	0	13.90494067	9.284012483	25	33.2	42.48604913	3.055464252	0	0.411308859	0.411308859	77.26035069	115.4999163	0.031676297	0.773972124	0.037871725	0.034936054	0.782899557	0.761853256	3.214116986	7.2	1.6	-1	-1	2.084012483	7.684012483	0.224473253	0.827660723	-7.2	-1.6	-0.775526747	-0.172339277	15.0550004
3	Peat	188.65	495	318	1	1981	48	1110.54618	23.1314344	399.81243	78.324997	48	0	14.54773932	9.660182406	25	33.2	42.48604913	2.920457138	0	0.463358247	0.463358247	64.00752092	113.0464659	0.032032037	0.778154317	0.038829397	0.035623956	0.788202942	0.76772323	3.419899761	7.5	1.7	-1	-1	2.160182406	7.960182406	0.223617145	0.824019886	-7.5	-1.7	-0.776382855	-0.175980114	15.6649994
3	Peat	188.65	495	318	1	1982	49	1206.708824	25.7118606	407.822555	80.550003	49	0	15.01560555	9.934602637	25	33.2	42.48604913	2.829459591	0	0.503978975	0.503978975	38.61751311	109.0617763	0.032318187	0.781518389	0.03956315	0.036069676	0.792074394	0.771300347	3.57089793	7.7	2.2	-1	-1	2.234602637	7.734602637	0.224931255	0.778551787	-7.7	-2.2	-0.775068745	-0.221448213	16.1100006
3	Peat	188.65	495	318	1	1983	50	1281.596328	26.1196286	418.572361	82.900002	50	0	15.50883339	10.22443883	25	33.2	42.48604913	2.739474212	0	0.549388241	0.549388241	40.75465238	103.9583288	0.03254078	0.784135263	0.040286818	0.036625701	0.795952358	0.776174236	3.735821462	7.9	2.2	-1	-1	2.324438831	8.024438831	0.227341458	0.784829267	-7.9	-2.2	-0.772658542	-0.215170733	16.5800004
3	Peat	188.65	495	318	1	1984	51	1194.656147	21.9819544	387.873042	85.324997	51	0	16.01685845	10.52352463	25	33.2	42.48604913	2.652583168	0	0.599024494	0.599024494	42.89179164	106.095468	0.032811553	0.787318552	0.041071332	0.037209914	0.800006073	0.781379525	3.907040998	8.2	2.6	-1	-1	2.323524626	7.923524626	0.220793385	0.752934488	-8.2	-2.6	-0.779206615	-0.247065512	17.0649994
3	Peat	188.65	495	318	1	1985	52	1337.942074	17.9401416	387.764114	87.525002	52	0	16.47696146	10.79486137	25	33.2	42.48604913	2.578512381	0	0.6465649	0.6465649	99.37084529	126.1856126	0.033022497	0.789798483	0.041778721	0.037945238	0.803569994	0.78891562	4.060140517	8.6	2.8	-1	-1	2.194861369	7.994861369	0.203324646	0.740617327	-8.6	-2.8	-0.796675354	-0.259382673	17.5050004
3	Peat	188.65	495	318	1	1986	53	1099.294012	31.4891125	456.244337	89.925003	53	0	16.97807922	11.09086454	25	33.2	42.48604913	2.502406107	0	0.701224561	0.701224561	101.5079846	128.3227519	0.033279461	0.792819429	0.042492947	0.038494718	0.809042011	0.793712563	4.234418974	8.8	7.8	-1	-1	2.29086454	3.29086454	0.20655419	0.296718486	-8.8	-7.8	-0.79344581	-0.703281514	17.9850006
3	Peat	188.65	495	318	1	1987	54	1166.787499	38.4181587	551.021301	91.849999	54	0	17.3794327	11.32828316	25	33.2	42.48604913	2.444616569	0	0.747228115	0.747228115	48.59082968	119.0350929	0.033479916	0.795176038	0.043059831	0.03875956	0.813233025	0.795163224	4.379830323	9	8.1	-1	-1	2.328283157	3.228283157	0.205528333	0.2849755	-9	-8.1	-0.794471667	-0.7150245	18.3699998
3	Peat	188.65	495	318	1	1988	55	1493.827291	29.71263	470.485594	93.849999	55	0	17.79589862	11.57495236	25	33.2	42.48604913	2.387406785	0	0.797110543	0.797110543	93.64508505	131.8846506	0.033676036	0.79748169	0.043699218	0.039364645	0.818796859	0.801168181	4.526934162	9.3	8.3	-1	-1	2.274952363	3.274952363	0.19654097	0.282934414	-9.3	-8.3	-0.80345903	-0.717065586	18.7699998
3	Peat	188.65	495	318	1	1989	56	1038.235994	25.4883384	402.121555	96.349999	56	0	18.31576211	11.88328887	25	33.2	42.48604913	2.319644078	0	0.862523387	0.862523387	107.2070226	134.0217899	0.03391537	0.800295369	0.044477084	0.03996196	0.824405964	0.806527498	4.715511309	9.6	8.8	-1	-1	2.28328887	3.08328887	0.19214284	0.25946427	-9.6	-8.8	-0.80785716	-0.74053573	19.2699998
3	Peat	188.65	495	318	1	1990	57	1228.984564	27.3328816	425.284723	98.050003	57	0	18.66883383	12.09295819	25	33.2	42.48604913	2.275774133	0	0.908988879	0.908988879	108.6317821	135.4465494	0.034102391	0.80249405	0.044977992	0.04034693	0.828481577	0.809944712	4.84163156	9.9	8.8	-1	-1	2.192958189	3.292958189	0.181341749	0.272303777	-9.9	-8.8	-0.818658251	-0.727696223	19.6100006
3	Peat	188.65	495	318	1	1991	58	1655.272496	27.4517693	454.036524	100.025002	58	0	19.07859467	12.33654391	25	33.2	42.48604913	2.226896156	0	0.965031395	0.965031395	55.71462723	126.1588904	0.034240169	0.804113812	0.045600373	0.040620115	0.832728292	0.811493457	4.996274163	10	9.2	-1	-1	2.336543906	3.136543906	0.189400202	0.254248186	-10	-9.2	-0.810599798	-0.745751814	20.0050004
3	Peat	188.65	495	318	1	1992	59	664.2341277	77.2399611	781.673009	102.625	59	0	19.61736158	12.65721363	25	33.2	42.48604913	2.165737169	0	1.042258022	1.042258022	85.37891357	134.4178586	0.034509601	0.807281339	0.046372174	0.041275628	0.839137131	0.817536967	5.200729183	10.3	9.1	-1	-1	2.357213627	3.557213627	0.186234798	0.281042395	-10.3	-9.1	-0.813765202	-0.718957605	20.525
3	Peat	188.65	495	318	1	1993	60	769.5553675	26.0035055	454.927347	103.650002	60	0	19.82956103	12.78363184	25	33.2	42.48604913	2.142561253	0	1.073800695	1.073800695	113.6184404	140.4332077	0.034597662	0.808316612	0.046715812	0.041569261	0.84105462	0.820434698	5.279296133	10.4	9.7	-1	-1	2.383631842	3.083631842	0.186459675	0.241217197	-10.4	-9.7	-0.813540325	-0.758782803	20.7300004
3	Peat	188.65	495	318	1	1994	61	1329.836133	18.0603653	441.9571	104.824997	61	0	20.07267829	12.92854938	25	33.2	42.48604913	2.116610873	0	1.11073463	1.11073463	59.98890576	130.4331689	0.034684876	0.80934193	0.047057598	0.041678101	0.843776265	0.820605647	5.376474996	10.5	9.8	-1	-1	2.428549384	3.128549384	0.187843919	0.241987658	-10.5	-9.8	-0.812156081	-0.758012342	20.9649994
3	Peat	188.65	495	318	1	1995	62	1354.968874	26.0870953	468.950767	106.824997	62	0	20.4861764	13.17521859	25	33.2	42.48604913	2.07388867	0	1.17553186	1.17553186	105.0431611	143.2827267	0.034856829	0.811363455	0.047650948	0.042248909	0.848766334	0.826207645	5.534607115	10.9	9.7	-1	-1	2.275218589	3.475218589	0.172689248	0.263769331	-10.9	-9.7	-0.827310752	-0.736230669	21.3649994
3	Peat	188.65	495	318	1	1996	63	1015.396328	23.5109389	418.296912	108.824997	63	0	20.89928521	13.4218878	25	33.2	42.48604913	2.032894843	0	1.242801383	1.242801383	63.55080453	126.7544809	0.035025582	0.813347368	0.048250101	0.042536412	0.853107178	0.827924703	5.699879161	11	10.1	-1	-1	2.421887795	3.321887795	0.180443156	0.247497807	-11	-10.1	-0.819556844	-0.752502193	21.7649994
3	Peat	188.65	495	318	1	1997	64	1046.621621	28.7940169	478.240004	110.300003	64	0	21.20371401	13.60380707	25	33.2	42.48604913	2.003707893	0	1.294023934	1.294023934	119.3174784	150.8097963	0.035150117	0.814811449	0.048711745	0.04303222	0.856408099	0.833199278	5.809349698	11.1	9.9	-1	-1	2.503807075	3.703807075	0.184051939	0.272262541	-11.1	-9.9	-0.815948061	-0.727737459	22.0600006
3	Peat	188.65	495	318	1	1998	65	1650.199937	23.9509268	499.212647	111.800003	65	0	21.51309925	13.78880898	25	33.2	42.48604913	1.974892071	0	1.347538499	1.347538499	120.7422379	147.5570053	0.035272966	0.8162557	0.049138003	0.043335696	0.859778123	0.835658425	5.936990292	11.3	10.4	-1	-1	2.488808979	3.388808979	0.180494848	0.24576517	-11.3	-10.4	-0.819505152	-0.75423483	22.3600006
3	Peat	188.65	495	318	1	1999	66	1830.629104	31.8822296	487.997098	114.125	66	0	21.99225717	14.07556156	25	33.2	42.48604913	1.931863965	0	1.433369331	1.433369331	111.4545789	149.6941445	0.035474088	0.818620148	0.049828275	0.043795423	0.864995697	0.839400214	6.131359203	11.8	10.6	-1	-1	2.275561561	3.475561561	0.161667551	0.246921698	-11.8	-10.6	-0.838332449	-0.753078302	22.825
3	Peat	188.65	495	318	1	2000	67	1273.657137	31.6711375	420.602698	116.650002	67	0	22.51212125	14.38698168	25	33.2	42.48604913	1.887252146	0	1.530629178	1.530629178	125.0165165	151.8312838	0.035670846	0.820933303	0.050564101	0.044360046	0.870583716	0.844375194	6.34348662	11.8	11	-1	-1	2.58698168	3.38698168	0.179814066	0.235419892	-11.8	-11	-0.820185934	-0.764580108	23.3300004
3	Peat	188.65	495	318	1	2001	68	653.205835	64.0723445	604.574864	118.375	68	0	22.86698137	14.59973362	25	33.2	42.48604913	1.857964916	0	1.599542236	1.599542236	126.441276	157.9335938	0.035786885	0.822297487	0.051084921	0.044721933	0.874350424	0.847521041	6.484680282	12.1	11.1	-1	-1	2.499733623	3.499733623	0.171217756	0.239712156	-12.1	-11.1	-0.828782244	-0.760287844	23.675
3	Peat	188.65	495	318	1	2002	69	2352.926465	31.7149082	456.673063	119.25	69	0	23.04689495	14.7076514	25	33.2	42.48604913	1.843460875	0	1.635275384	1.635275384	136.0154178	158.6459736	0.035863427	0.823197342	0.051337034	0.044926072	0.876412065	0.84936666	6.559206511	12	11	-1	-1	2.707651401	3.707651401	0.184098149	0.25208997	-12	-11	-0.815901851	-0.74791003	23.85
3	Peat	188.65	495	318	1	2003	70	2531.61315	19.6152923	387.146818	122.349999	70	0	23.68384276	15.08998855	25	33.2	42.48604913	1.793883263	0	1.766150248	1.766150248	130.0031748	156.8179421	0.036089253	0.825852224	0.052269133	0.045535232	0.883128478	0.854310923	6.830284803	12.6	11.4	-1	-1	2.489988547	3.689988547	0.165009307	0.24453223	-12.6	-11.4	-0.834990693	-0.75546777	24.4699998
3	Peat	188.65	495	318	1	2004	71	2375.584909	27.9368715	408.151396	125.599999	71	0	24.35087528	15.49082601	25	33.2	42.48604913	1.744744229	0	1.910665422	1.910665422	132.8526938	159.6674611	0.036345801	0.828868287	0.053162847	0.04620434	0.890113502	0.859959958	7.115468419	12.7	11.9	-1	-1	2.790826006	3.590826006	0.180159922	0.231803392	-12.7	-11.9	-0.819840078	-0.768196608	25.1199998
3	Peat	188.65	495	318	1	2005	72	1689.834765	19.625608	370.953985	128.575005	72	0	24.96084583	15.85774719	25	33.2	42.48604913	1.70210775	0	2.049676802	2.049676802	108.1750657	157.2140107	0.036560068	0.831387276	0.054068727	0.046745636	0.896526101	0.864106383	7.385810453	13.5	12.2	-1	-1	2.35774719	3.65774719	0.148681093	0.230659951	-13.5	-12.2	-0.851318907	-0.769340049	25.715001
3	Peat	188.65	495	318	1	2006	73	2239.324764	25.6794846	408.074759	130.650002	73	0	25.38595196	16.11366612	25	33.2	42.48604913	1.673604724	0	2.150522538	2.150522538	145.9887343	168.6192901	0.036700152	0.833034139	0.054657589	0.047251118	0.901009113	0.86894038	7.560178825	13.3	12.6	-1	-1	2.813666121	3.513666121	0.174613654	0.218055041	-13.3	-12.6	-0.825386346	-0.781944959	26.1300004
3	Peat	188.65	495	318	1	2007	74	1815.920974	32.9780466	426.358588	133.349999	74	0	25.93871057	16.44666918	25	33.2	42.48604913	1.637939905	0	2.286624153	2.286624153	112.4493443	155.3664604	0.036872267	0.835057582	0.055403061	0.047686916	0.906759058	0.871846553	7.820654285	13.6	12.7	-1	-1	2.846669179	3.746669179	0.173084845	0.227807171	-13.6	-12.7	-0.826915155	-0.772192829	26.6699998
3	Peat	188.65	495	318	1	2008	75	2299.902452	30.6864681	428.250381	135.499992	75	0	26.37856556	16.71183771	25	33.2	42.48604913	1.610627729	0	2.399018212	2.399018212	150.2630128	172.8935687	0.037007646	0.836649137	0.056042448	0.048216848	0.911307985	0.876967986	8.003996732	13.9	12.8	-1	-1	2.811837712	3.911837712	0.16825425	0.234075856	-13.9	-12.8	-0.83174575	-0.765924144	27.0999984
3	Peat	188.65	495	318	1	2009	76	2256.38838	26.6655957	407.090268	138.174996	76	0	26.92547039	17.04175827	25	33.2	42.48604913	1.577912977	0	2.543923916	2.543923916	116.7236228	159.6407389	0.037206999	0.838992798	0.056788878	0.048645727	0.916896003	0.879792817	8.269773667	14.3	13.2	-1	-1	2.741758268	3.841758268	0.160884706	0.225432036	-14.3	-13.2	-0.839115294	-0.774567964	27.6349992
3	Peat	188.65	495	318	1	2010	77	976.6016759	42.9226839	410.333475	140.749992	77	0	27.45156856	17.35934438	25	33.2	42.48604913	1.547672915	0	2.688814693	2.688814693	118.860762	167.899707	0.037369844	0.840907252	0.057534351	0.049168856	0.922484022	0.884279969	8.506212069	14.6	13.6	-1	-1	2.759344378	3.759344378	0.158954412	0.216560274	-14.6	-13.6	-0.841045588	-0.783439726	28.1499984
3	Peat	188.65	495	318	1	2011	78	625.4255741	50.6853439	355.404846	141.849999	78	0	27.67620762	17.4950133	25	33.2	42.48604913	1.535110941	0	2.752350556	2.752350556	147.1002889	178.5926067	0.037434172	0.841663512	0.057854523	0.049441606	0.924584141	0.886932198	8.602839396	14.8	13.9	-1	-1	2.695013304	3.595013304	0.154044656	0.205487886	-14.8	-13.9	-0.845955344	-0.794512114	28.3699998
3	Peat	188.65	495	318	1	2012	79	898.8096331	45.3007156	434.863589	142.549996	79	0	27.81912673	17.58134716	25	33.2	42.48604913	1.5272244	0	2.793298606	2.793298606	136.3878703	174.6274359	0.037498047	0.842414447	0.058067652	0.049558377	0.926308303	0.887750695	8.672715978	14.9	13.8	-1	-1	2.681347156	3.781347156	0.152510904	0.215077214	-14.9	-13.8	-0.847489096	-0.784922786	28.5099992
3	Peat	188.65	495	318	1	2013	80	1041.406848	33.4506942	419.968012	143.549996	80	0	28.02325594	17.70468176	25	33.2	42.48604913	1.516099672	0	2.852497618	2.852497618	157.3868104	180.0173662	0.037561475	0.84316013	0.058386867	0.049790028	0.928339454	0.889919753	8.763044924	15	13.8	-1	-1	2.704681759	3.904681759	0.152766471	0.220545154	-15	-13.8	-0.847233529	-0.779454846	28.7099992
